date,pig_group_id,site,barn,day_in_finisher,est_weight_lb,expected_feed_per_head_lb,actual_feed_per_head_lb,head_count,total_barn_feed_lb,source
2025-08-22,PG-1004,Finisher West,FW1,91,208.9,5.44,5.3,2004,10626.0,ISU growth model
2025-08-23,PG-1004,Finisher West,FW1,92,210.7,5.48,5.72,2004,11457.0,ISU growth model
2025-08-24,PG-1004,Finisher West,FW1,93,212.4,5.52,5.97,2004,11971.0,ISU growth model
2025-08-25,PG-1004,Finisher West,FW1,94,214.1,5.55,4.57,2004,9164.0,ISU growth model
2025-08-26,PG-1004,Finisher West,FW1,95,215.9,5.59,5.75,2004,11529.0,ISU growth model
2025-08-27,PG-1004,Finisher West,FW1,96,217.6,5.63,5.51,2004,11037.0,ISU growth model
2025-08-28,PG-1004,Finisher West,FW1,97,219.4,5.67,6.1,2004,12218.0,ISU growth model
2025-08-29,PG-1004,Finisher West,FW1,98,221.1,5.7,5.59,2004,11203.0,ISU growth model
2025-08-30,PG-1004,Finisher West,FW1,99,222.9,5.74,6.34,2004,12705.0,ISU growth model
2025-08-31,PG-1004,Finisher West,FW1,100,224.6,5.78,5.47,2004,10956.0,ISU growth model
2025-09-01,PG-1004,Finisher West,FW1,101,226.4,5.82,4.78,2004,9578.0,ISU growth model
2025-09-02,PG-1004,Finisher West,FW1,102,228.1,5.85,6.35,2004,12720.0,ISU growth model
2025-09-03,PG-1004,Finisher West,FW1,103,229.9,5.89,5.49,2004,11012.0,ISU growth model
2025-09-04,PG-1004,Finisher West,FW1,104,231.6,5.93,5.18,2004,10382.0,ISU growth model
2025-09-05,PG-1004,Finisher West,FW1,105,233.4,5.97,5.98,2004,11975.0,ISU growth model
2025-09-06,PG-1004,Finisher West,FW1,106,235.1,6.01,5.89,2004,11804.0,ISU growth model
2025-09-07,PG-1004,Finisher West,FW1,107,236.9,6.04,6.44,2004,12907.0,ISU growth model
2025-09-08,PG-1004,Finisher West,FW1,108,238.6,6.08,6.51,2004,13055.0,ISU growth model
2025-09-09,PG-1004,Finisher West,FW1,109,240.4,6.12,6.16,2004,12354.0,ISU growth model
2025-09-10,PG-1004,Finisher West,FW1,110,242.1,6.16,5.72,2004,11463.0,ISU growth model
2025-09-11,PG-1004,Finisher West,FW1,111,243.9,6.19,6.34,2004,12696.0,ISU growth model
2025-05-17,PG-1005,Finisher West,FW2,0,59.1,2.22,1.96,2000,3918.0,ISU growth model
2025-05-18,PG-1005,Finisher West,FW2,1,61.1,2.26,2.47,2000,4943.0,ISU growth model
2025-05-19,PG-1005,Finisher West,FW2,2,63.1,2.31,2.37,2000,4738.0,ISU growth model
2025-05-20,PG-1005,Finisher West,FW2,3,65.1,2.35,2.27,2000,4542.0,ISU growth model
2025-05-21,PG-1005,Finisher West,FW2,4,67.1,2.39,2.51,2000,5025.0,ISU growth model
2025-05-22,PG-1005,Finisher West,FW2,5,69.0,2.43,2.88,2000,5753.0,ISU growth model
2025-05-23,PG-1005,Finisher West,FW2,6,71.0,2.48,2.51,2000,5025.0,ISU growth model
2025-05-24,PG-1005,Finisher West,FW2,7,73.0,2.52,2.57,2000,5138.0,ISU growth model
2025-05-25,PG-1005,Finisher West,FW2,8,75.0,2.56,2.47,2000,4935.0,ISU growth model
2025-05-26,PG-1005,Finisher West,FW2,9,76.9,2.6,2.43,2000,4854.0,ISU growth model
2025-05-27,PG-1005,Finisher West,FW2,10,78.9,2.65,2.82,2000,5645.0,ISU growth model
2025-05-28,PG-1005,Finisher West,FW2,11,80.9,2.69,2.5,2000,5010.0,ISU growth model
2025-05-29,PG-1005,Finisher West,FW2,12,82.9,2.73,2.75,2000,5494.0,ISU growth model
2025-05-30,PG-1005,Finisher West,FW2,13,84.8,2.77,2.67,2000,5336.0,ISU growth model
2025-05-31,PG-1005,Finisher West,FW2,14,86.8,2.82,2.92,2000,5849.0,ISU growth model
2025-06-01,PG-1005,Finisher West,FW2,15,88.8,2.86,2.94,2000,5871.0,ISU growth model
2025-06-02,PG-1005,Finisher West,FW2,16,90.8,2.9,3.14,2000,6285.0,ISU growth model
2025-06-03,PG-1005,Finisher West,FW2,17,92.7,2.94,2.82,2000,5648.0,ISU growth model
2025-06-04,PG-1005,Finisher West,FW2,18,94.7,2.99,2.92,2000,5844.0,ISU growth model
2025-06-05,PG-1005,Finisher West,FW2,19,96.7,3.03,2.79,2000,5583.0,ISU growth model
2025-06-06,PG-1005,Finisher West,FW2,20,98.7,3.07,2.96,2000,5924.0,ISU growth model
2025-06-07,PG-1005,Finisher West,FW2,21,100.6,3.11,3.21,2000,6416.0,ISU growth model
2025-06-08,PG-1005,Finisher West,FW2,22,102.6,3.16,3.35,2000,6695.0,ISU growth model
2025-06-09,PG-1005,Finisher West,FW2,23,104.6,3.2,2.96,2000,5926.0,ISU growth model
2025-06-10,PG-1005,Finisher West,FW2,24,106.6,3.24,3.47,2000,6934.0,ISU growth model
2025-06-11,PG-1005,Finisher West,FW2,25,108.5,3.28,3.64,2000,7280.0,ISU growth model
2025-06-12,PG-1005,Finisher West,FW2,26,110.5,3.33,3.44,2000,6873.0,ISU growth model
2025-06-13,PG-1005,Finisher West,FW2,27,112.5,3.37,3.87,2000,7749.0,ISU growth model
2025-06-14,PG-1005,Finisher West,FW2,28,114.5,3.41,3.2,2000,6400.0,ISU growth model
2025-06-15,PG-1005,Finisher West,FW2,29,116.5,3.45,3.11,2000,6220.0,ISU growth model
2025-06-16,PG-1005,Finisher West,FW2,30,118.4,3.5,3.0,2000,5997.0,ISU growth model
2025-06-17,PG-1005,Finisher West,FW2,31,120.4,3.54,3.96,2000,7924.0,ISU growth model
2025-06-18,PG-1005,Finisher West,FW2,32,122.4,3.58,3.77,2000,7537.0,ISU growth model
2025-06-19,PG-1005,Finisher West,FW2,33,124.4,3.62,3.61,2000,7215.0,ISU growth model
2025-06-20,PG-1005,Finisher West,FW2,34,126.3,3.67,3.75,2000,7496.0,ISU growth model
2025-06-21,PG-1005,Finisher West,FW2,35,128.3,3.71,3.37,2000,6749.0,ISU growth model
2025-06-22,PG-1005,Finisher West,FW2,36,130.3,3.75,4.49,2000,8970.0,ISU growth model
2025-06-23,PG-1005,Finisher West,FW2,37,132.3,3.79,3.83,2000,7666.0,ISU growth model
2025-06-24,PG-1005,Finisher West,FW2,38,134.2,3.84,3.87,2000,7739.0,ISU growth model
2025-06-25,PG-1005,Finisher West,FW2,39,136.2,3.88,4.1,2000,8207.0,ISU growth model
2025-06-26,PG-1005,Finisher West,FW2,40,138.2,3.92,4.07,2000,8144.0,ISU growth model
2025-06-27,PG-1005,Finisher West,FW2,41,140.2,3.96,4.03,2000,8069.0,ISU growth model
2025-06-28,PG-1005,Finisher West,FW2,42,142.1,4.01,3.75,2000,7505.0,ISU growth model
2025-06-29,PG-1005,Finisher West,FW2,43,144.1,4.05,4.2,2000,8402.0,ISU growth model
2025-06-30,PG-1005,Finisher West,FW2,44,146.1,4.09,4.71,2000,9414.0,ISU growth model
2025-07-01,PG-1005,Finisher West,FW2,45,148.1,4.13,4.58,2000,9157.0,ISU growth model
2025-07-02,PG-1005,Finisher West,FW2,46,150.0,4.18,4.71,2000,9416.0,ISU growth model
2025-07-03,PG-1005,Finisher West,FW2,47,152.0,4.22,4.05,2000,8092.0,ISU growth model
2025-07-04,PG-1005,Finisher West,FW2,48,154.0,4.26,3.92,2000,7847.0,ISU growth model
2025-07-05,PG-1005,Finisher West,FW2,49,156.0,4.3,4.26,2000,8520.0,ISU growth model
2025-07-06,PG-1005,Finisher West,FW2,50,157.9,4.35,4.37,2000,8730.0,ISU growth model
2025-07-07,PG-1005,Finisher West,FW2,51,159.9,4.39,4.77,2000,9545.0,ISU growth model
2025-07-08,PG-1005,Finisher West,FW2,52,161.9,4.43,3.83,2000,7662.0,ISU growth model
2025-07-09,PG-1005,Finisher West,FW2,53,163.9,4.47,5.02,2000,10041.0,ISU growth model
2025-07-10,PG-1005,Finisher West,FW2,54,165.9,4.52,4.46,2000,8917.0,ISU growth model
2025-07-11,PG-1005,Finisher West,FW2,55,167.8,4.56,4.4,2000,8805.0,ISU growth model
2025-07-12,PG-1005,Finisher West,FW2,56,169.8,4.6,4.23,2000,8456.0,ISU growth model
2025-07-13,PG-1005,Finisher West,FW2,57,171.8,4.64,4.03,2000,8057.0,ISU growth model
2025-07-14,PG-1005,Finisher West,FW2,58,173.8,4.69,4.99,2000,9989.0,ISU growth model
2025-07-15,PG-1005,Finisher West,FW2,59,175.7,4.73,4.76,2000,9512.0,ISU growth model
2025-07-16,PG-1005,Finisher West,FW2,60,177.7,4.77,4.28,2000,8557.0,ISU growth model
2025-07-17,PG-1005,Finisher West,FW2,61,179.7,4.81,4.31,2000,8629.0,ISU growth model
2025-07-18,PG-1005,Finisher West,FW2,62,181.7,4.86,4.73,2000,9450.0,ISU growth model
2025-07-19,PG-1005,Finisher West,FW2,63,183.6,4.9,5.55,2000,11104.0,ISU growth model
2025-07-20,PG-1005,Finisher West,FW2,64,185.6,4.94,4.84,2000,9676.0,ISU growth model
2025-07-21,PG-1005,Finisher West,FW2,65,187.6,4.98,4.38,2000,8768.0,ISU growth model
2025-07-22,PG-1005,Finisher West,FW2,66,189.6,5.03,4.93,2000,9854.0,ISU growth model
2025-07-23,PG-1005,Finisher West,FW2,67,191.5,5.07,4.96,2000,9915.0,ISU growth model
2025-07-24,PG-1005,Finisher West,FW2,68,193.5,5.11,4.01,2000,8016.0,ISU growth model
2025-07-25,PG-1005,Finisher West,FW2,69,195.5,5.15,5.13,2000,10261.0,ISU growth model
2025-07-26,PG-1005,Finisher West,FW2,70,197.5,5.2,5.1,2000,10199.0,ISU growth model
2025-07-27,PG-1005,Finisher West,FW2,71,199.4,5.24,5.53,2000,11059.0,ISU growth model
2025-07-28,PG-1005,Finisher West,FW2,72,201.4,5.28,6.06,2000,12123.0,ISU growth model
2025-07-29,PG-1005,Finisher West,FW2,73,203.4,5.32,5.8,2000,11605.0,ISU growth model
2025-07-30,PG-1005,Finisher West,FW2,74,205.4,5.37,5.25,2000,10500.0,ISU growth model
2025-07-31,PG-1005,Finisher West,FW2,75,207.3,5.41,4.93,2000,9858.0,ISU growth model
2025-08-01,PG-1005,Finisher West,FW2,76,209.3,5.45,6.57,2000,13145.0,ISU growth model
2025-08-02,PG-1005,Finisher West,FW2,77,211.3,5.49,5.52,2000,11038.0,ISU growth model
2025-08-03,PG-1005,Finisher West,FW2,78,213.3,5.54,5.54,2000,11083.0,ISU growth model
2025-08-04,PG-1005,Finisher West,FW2,79,215.2,5.58,5.57,2000,11134.0,ISU growth model
2025-08-05,PG-1005,Finisher West,FW2,80,217.2,5.62,5.71,2000,11419.0,ISU growth model
2025-08-06,PG-1005,Finisher West,FW2,81,219.2,5.66,5.6,2000,11195.0,ISU growth model
2025-08-07,PG-1005,Finisher West,FW2,82,221.2,5.71,5.44,2000,10887.0,ISU growth model
2025-08-08,PG-1005,Finisher West,FW2,83,223.2,5.75,5.5,2000,10993.0,ISU growth model
2025-08-09,PG-1005,Finisher West,FW2,84,225.1,5.79,5.78,2000,11550.0,ISU growth model
2025-08-10,PG-1005,Finisher West,FW2,85,227.1,5.83,5.58,2000,11158.0,ISU growth model
2025-08-11,PG-1005,Finisher West,FW2,86,229.1,5.88,5.54,2000,11080.0,ISU growth model
2025-08-12,PG-1005,Finisher West,FW2,87,231.1,5.92,5.97,2000,11936.0,ISU growth model
2025-08-13,PG-1005,Finisher West,FW2,88,233.0,5.96,5.84,2000,11677.0,ISU growth model
2025-08-14,PG-1005,Finisher West,FW2,89,235.0,6.0,6.72,2000,13450.0,ISU growth model
2025-08-15,PG-1005,Finisher West,FW2,90,237.0,6.05,4.76,2000,9526.0,ISU growth model
2025-08-16,PG-1005,Finisher West,FW2,91,239.0,6.09,6.62,2000,13238.0,ISU growth model
2025-08-17,PG-1005,Finisher West,FW2,92,240.9,6.13,6.74,2000,13482.0,ISU growth model
2025-08-18,PG-1005,Finisher West,FW2,93,242.9,6.17,5.15,2000,10297.0,ISU growth model
2025-08-19,PG-1005,Finisher West,FW2,94,244.9,6.22,6.04,2000,12089.0,ISU growth model
2025-08-20,PG-1005,Finisher West,FW2,95,246.9,6.26,6.07,2000,12143.0,ISU growth model
2025-08-21,PG-1005,Finisher West,FW2,96,248.8,6.3,5.59,2000,11181.0,ISU growth model
2025-08-22,PG-1005,Finisher West,FW2,97,250.8,6.34,5.95,2000,11896.0,ISU growth model
2025-08-23,PG-1005,Finisher West,FW2,98,252.8,6.39,5.82,2000,11635.0,ISU growth model
2025-08-24,PG-1005,Finisher West,FW2,99,254.8,6.43,7.33,2000,14657.0,ISU growth model
2025-08-25,PG-1005,Finisher West,FW2,100,256.7,6.47,6.95,2000,13909.0,ISU growth model
2025-08-26,PG-1005,Finisher West,FW2,101,258.7,6.51,7.17,2000,14350.0,ISU growth model
2025-08-27,PG-1005,Finisher West,FW2,102,260.7,6.55,6.93,2000,13867.0,ISU growth model
2025-08-28,PG-1005,Finisher West,FW2,103,262.7,6.6,6.0,2000,12003.0,ISU growth model
2025-08-29,PG-1005,Finisher West,FW2,104,264.6,6.64,6.36,2000,12723.0,ISU growth model
2025-08-30,PG-1005,Finisher West,FW2,105,266.6,6.68,6.94,2000,13888.0,ISU growth model
2025-08-31,PG-1005,Finisher West,FW2,106,268.6,6.72,6.07,2000,12135.0,ISU growth model
2025-09-01,PG-1005,Finisher West,FW2,107,270.6,6.77,7.15,2000,14307.0,ISU growth model
2025-09-02,PG-1005,Finisher West,FW2,108,272.6,6.81,6.68,2000,13358.0,ISU growth model
2025-09-03,PG-1005,Finisher West,FW2,109,274.5,6.85,6.65,2000,13294.0,ISU growth model
2025-09-04,PG-1005,Finisher West,FW2,110,276.5,6.89,7.29,2000,14574.0,ISU growth model
2025-09-05,PG-1005,Finisher West,FW2,111,278.5,6.94,7.18,2000,14368.0,ISU growth model
2025-07-23,PG-1006,Finisher West,FW1,0,48.8,2.0,2.26,2414,5459.0,ISU growth model
2025-07-24,PG-1006,Finisher West,FW1,1,50.7,2.04,1.88,2414,4528.0,ISU growth model
2025-07-25,PG-1006,Finisher West,FW1,2,52.6,2.08,1.97,2414,4760.0,ISU growth model
2025-07-26,PG-1006,Finisher West,FW1,3,54.6,2.12,1.96,2414,4741.0,ISU growth model
2025-07-27,PG-1006,Finisher West,FW1,4,56.5,2.16,1.88,2414,4527.0,ISU growth model
2025-07-28,PG-1006,Finisher West,FW1,5,58.4,2.21,2.52,2414,6077.0,ISU growth model
2025-07-29,PG-1006,Finisher West,FW1,6,60.4,2.25,2.02,2414,4887.0,ISU growth model
2025-07-30,PG-1006,Finisher West,FW1,7,62.3,2.29,2.14,2414,5165.0,ISU growth model
2025-07-31,PG-1006,Finisher West,FW1,8,64.2,2.33,2.58,2414,6218.0,ISU growth model
2025-08-01,PG-1006,Finisher West,FW1,9,66.1,2.37,2.04,2414,4923.0,ISU growth model
2025-08-02,PG-1006,Finisher West,FW1,10,68.1,2.41,2.56,2414,6179.0,ISU growth model
2025-08-03,PG-1006,Finisher West,FW1,11,70.0,2.46,2.18,2414,5257.0,ISU growth model
2025-08-04,PG-1006,Finisher West,FW1,12,71.9,2.5,2.75,2414,6628.0,ISU growth model
2025-08-05,PG-1006,Finisher West,FW1,13,73.9,2.54,2.1,2414,5064.0,ISU growth model
2025-08-06,PG-1006,Finisher West,FW1,14,75.8,2.58,2.22,2414,5354.0,ISU growth model
2025-08-07,PG-1006,Finisher West,FW1,15,77.7,2.62,2.51,2414,6052.0,ISU growth model
2025-08-08,PG-1006,Finisher West,FW1,16,79.7,2.66,2.87,2414,6928.0,ISU growth model
2025-08-09,PG-1006,Finisher West,FW1,17,81.6,2.7,2.7,2414,6513.0,ISU growth model
2025-08-10,PG-1006,Finisher West,FW1,18,83.5,2.75,2.67,2414,6451.0,ISU growth model
2025-08-11,PG-1006,Finisher West,FW1,19,85.5,2.79,3.09,2414,7454.0,ISU growth model
2025-08-12,PG-1006,Finisher West,FW1,20,87.4,2.83,3.32,2414,8007.0,ISU growth model
2025-08-13,PG-1006,Finisher West,FW1,21,89.3,2.87,3.03,2414,7303.0,ISU growth model
2025-08-14,PG-1006,Finisher West,FW1,22,91.3,2.91,2.77,2414,6680.0,ISU growth model
2025-08-15,PG-1006,Finisher West,FW1,23,93.2,2.95,2.85,2414,6892.0,ISU growth model
2025-08-16,PG-1006,Finisher West,FW1,24,95.1,3.0,2.69,2414,6485.0,ISU growth model
2025-08-17,PG-1006,Finisher West,FW1,25,97.1,3.04,3.06,2414,7390.0,ISU growth model
2025-08-18,PG-1006,Finisher West,FW1,26,99.0,3.08,2.68,2414,6462.0,ISU growth model
2025-08-19,PG-1006,Finisher West,FW1,27,100.9,3.12,3.26,2414,7864.0,ISU growth model
2025-08-20,PG-1006,Finisher West,FW1,28,102.9,3.16,3.67,2414,8856.0,ISU growth model
2025-08-21,PG-1006,Finisher West,FW1,29,104.8,3.2,3.39,2414,8176.0,ISU growth model
2025-08-22,PG-1006,Finisher West,FW1,30,106.7,3.24,3.12,2414,7538.0,ISU growth model
2025-08-23,PG-1006,Finisher West,FW1,31,108.7,3.29,3.42,2414,8267.0,ISU growth model
2025-08-24,PG-1006,Finisher West,FW1,32,110.6,3.33,3.76,2414,9074.0,ISU growth model
2025-08-25,PG-1006,Finisher West,FW1,33,112.5,3.37,3.79,2414,9155.0,ISU growth model
2025-08-26,PG-1006,Finisher West,FW1,34,114.5,3.41,3.14,2414,7572.0,ISU growth model
2025-08-27,PG-1006,Finisher West,FW1,35,116.4,3.45,3.59,2414,8674.0,ISU growth model
2025-08-28,PG-1006,Finisher West,FW1,36,118.3,3.49,3.45,2414,8327.0,ISU growth model
2025-08-29,PG-1006,Finisher West,FW1,37,120.2,3.54,3.76,2414,9085.0,ISU growth model
2025-08-30,PG-1006,Finisher West,FW1,38,122.2,3.58,3.69,2414,8900.0,ISU growth model
2025-08-31,PG-1006,Finisher West,FW1,39,124.1,3.62,2.93,2414,7079.0,ISU growth model
2025-09-01,PG-1006,Finisher West,FW1,40,126.0,3.66,3.56,2414,8589.0,ISU growth model
2025-09-02,PG-1006,Finisher West,FW1,41,128.0,3.7,3.76,2414,9077.0,ISU growth model
2025-09-03,PG-1006,Finisher West,FW1,42,129.9,3.74,3.31,2414,7999.0,ISU growth model
2025-09-04,PG-1006,Finisher West,FW1,43,131.8,3.78,3.96,2414,9561.0,ISU growth model
2025-09-05,PG-1006,Finisher West,FW1,44,133.8,3.83,3.36,2414,8110.0,ISU growth model
2025-09-06,PG-1006,Finisher West,FW1,45,135.7,3.87,3.62,2414,8740.0,ISU growth model
2025-09-07,PG-1006,Finisher West,FW1,46,137.6,3.91,4.33,2414,10449.0,ISU growth model
2025-09-08,PG-1006,Finisher West,FW1,47,139.6,3.95,3.67,2414,8863.0,ISU growth model
2025-09-09,PG-1006,Finisher West,FW1,48,141.5,3.99,4.18,2414,10080.0,ISU growth model
2025-09-10,PG-1006,Finisher West,FW1,49,143.4,4.03,3.47,2414,8372.0,ISU growth model
2025-09-11,PG-1006,Finisher West,FW1,50,145.4,4.08,4.75,2414,11476.0,ISU growth model
2025-09-12,PG-1006,Finisher West,FW1,51,147.3,4.12,4.02,2414,9696.0,ISU growth model
2025-09-13,PG-1006,Finisher West,FW1,52,149.2,4.16,4.19,2414,10115.0,ISU growth model
2025-09-14,PG-1006,Finisher West,FW1,53,151.2,4.2,4.26,2414,10284.0,ISU growth model
2025-09-15,PG-1006,Finisher West,FW1,54,153.1,4.24,4.45,2414,10737.0,ISU growth model
2025-09-16,PG-1006,Finisher West,FW1,55,155.0,4.28,3.76,2414,9083.0,ISU growth model
2025-09-17,PG-1006,Finisher West,FW1,56,157.0,4.32,4.32,2414,10435.0,ISU growth model
2025-09-18,PG-1006,Finisher West,FW1,57,158.9,4.37,4.14,2414,9984.0,ISU growth model
2025-09-19,PG-1006,Finisher West,FW1,58,160.8,4.41,3.81,2414,9202.0,ISU growth model
2025-09-20,PG-1006,Finisher West,FW1,59,162.8,4.45,4.8,2414,11589.0,ISU growth model
2025-09-21,PG-1006,Finisher West,FW1,60,164.7,4.49,4.36,2414,10535.0,ISU growth model
2025-09-22,PG-1006,Finisher West,FW1,61,166.6,4.53,4.62,2414,11153.0,ISU growth model
2025-09-23,PG-1006,Finisher West,FW1,62,168.5,4.57,4.64,2414,11200.0,ISU growth model
2025-09-24,PG-1006,Finisher West,FW1,63,170.5,4.62,4.49,2414,10843.0,ISU growth model
2025-09-25,PG-1006,Finisher West,FW1,64,172.4,4.66,5.39,2414,13018.0,ISU growth model
2025-09-26,PG-1006,Finisher West,FW1,65,174.3,4.7,4.68,2414,11299.0,ISU growth model
2025-09-27,PG-1006,Finisher West,FW1,66,176.3,4.74,4.15,2414,10016.0,ISU growth model
2025-09-28,PG-1006,Finisher West,FW1,67,178.2,4.78,4.63,2414,11173.0,ISU growth model
2025-09-29,PG-1006,Finisher West,FW1,68,180.1,4.82,5.02,2414,12108.0,ISU growth model
2025-09-30,PG-1006,Finisher West,FW1,69,182.1,4.86,5.07,2414,12243.0,ISU growth model
2025-10-01,PG-1006,Finisher West,FW1,70,184.0,4.91,4.48,2414,10813.0,ISU growth model
2025-10-02,PG-1006,Finisher West,FW1,71,185.9,4.95,5.32,2414,12832.0,ISU growth model
2025-10-03,PG-1006,Finisher West,FW1,72,187.9,4.99,4.29,2414,10345.0,ISU growth model
2025-10-04,PG-1006,Finisher West,FW1,73,189.8,5.03,5.49,2414,13256.0,ISU growth model
2025-10-05,PG-1006,Finisher West,FW1,74,191.7,5.07,4.54,2414,10952.0,ISU growth model
2025-10-06,PG-1006,Finisher West,FW1,75,193.7,5.11,5.02,2414,12121.0,ISU growth model
2025-10-07,PG-1006,Finisher West,FW1,76,195.6,5.16,5.59,2414,13505.0,ISU growth model
2025-10-08,PG-1006,Finisher West,FW1,77,197.5,5.2,5.25,2414,12665.0,ISU growth model
2025-10-09,PG-1006,Finisher West,FW1,78,199.5,5.24,5.58,2414,13472.0,ISU growth model
2025-10-10,PG-1006,Finisher West,FW1,79,201.4,5.28,5.54,2414,13377.0,ISU growth model
2025-10-11,PG-1006,Finisher West,FW1,80,203.3,5.32,5.87,2414,14168.0,ISU growth model
2025-10-12,PG-1006,Finisher West,FW1,81,205.3,5.36,5.82,2414,14047.0,ISU growth model
2025-10-13,PG-1006,Finisher West,FW1,82,207.2,5.4,5.21,2414,12573.0,ISU growth model
2025-10-14,PG-1006,Finisher West,FW1,83,209.1,5.45,5.72,2414,13813.0,ISU growth model
2025-10-15,PG-1006,Finisher West,FW1,84,211.1,5.49,4.82,2414,11629.0,ISU growth model
2025-10-16,PG-1006,Finisher West,FW1,85,213.0,5.53,5.5,2414,13286.0,ISU growth model
2025-10-17,PG-1006,Finisher West,FW1,86,214.9,5.57,5.94,2414,14328.0,ISU growth model
2025-10-18,PG-1006,Finisher West,FW1,87,216.9,5.61,5.67,2414,13693.0,ISU growth model
2025-10-19,PG-1006,Finisher West,FW1,88,218.8,5.65,5.86,2414,14136.0,ISU growth model
2025-10-20,PG-1006,Finisher West,FW1,89,220.7,5.7,5.6,2414,13514.0,ISU growth model
2025-10-21,PG-1006,Finisher West,FW1,90,222.6,5.74,6.26,2414,15100.0,ISU growth model
2025-10-22,PG-1006,Finisher West,FW1,91,224.6,5.78,5.74,2414,13859.0,ISU growth model
2025-10-23,PG-1006,Finisher West,FW1,92,226.5,5.82,5.6,2414,13526.0,ISU growth model
2025-10-24,PG-1006,Finisher West,FW1,93,228.4,5.86,6.28,2414,15153.0,ISU growth model
2025-10-25,PG-1006,Finisher West,FW1,94,230.4,5.9,5.24,2414,12648.0,ISU growth model
2025-10-26,PG-1006,Finisher West,FW1,95,232.3,5.94,6.18,2414,14926.0,ISU growth model
2025-10-27,PG-1006,Finisher West,FW1,96,234.2,5.99,5.49,2414,13245.0,ISU growth model
2025-10-28,PG-1006,Finisher West,FW1,97,236.2,6.03,6.64,2414,16038.0,ISU growth model
2025-10-29,PG-1006,Finisher West,FW1,98,238.1,6.07,5.94,2414,14345.0,ISU growth model
2025-10-30,PG-1006,Finisher West,FW1,99,240.0,6.11,6.18,2414,14911.0,ISU growth model
2025-10-31,PG-1006,Finisher West,FW1,100,242.0,6.15,6.36,2414,15342.0,ISU growth model
2025-11-01,PG-1006,Finisher West,FW1,101,243.9,6.19,5.24,2414,12644.0,ISU growth model
2025-11-02,PG-1006,Finisher West,FW1,102,245.8,6.24,5.91,2414,14269.0,ISU growth model
2025-11-03,PG-1006,Finisher West,FW1,103,247.8,6.28,6.8,2414,16418.0,ISU growth model
2025-11-04,PG-1006,Finisher West,FW1,104,249.7,6.32,6.76,2414,16312.0,ISU growth model
2025-11-05,PG-1006,Finisher West,FW1,105,251.6,6.36,6.5,2414,15701.0,ISU growth model
2025-11-06,PG-1006,Finisher West,FW1,106,253.6,6.4,5.71,2414,13785.0,ISU growth model
2025-11-07,PG-1006,Finisher West,FW1,107,255.5,6.44,6.74,2414,16282.0,ISU growth model
2025-11-08,PG-1006,Finisher West,FW1,108,257.4,6.48,6.85,2414,16547.0,ISU growth model
2025-11-09,PG-1006,Finisher West,FW1,109,259.4,6.53,6.55,2414,15813.0,ISU growth model
2025-11-10,PG-1006,Finisher West,FW1,110,261.3,6.57,7.21,2414,17406.0,ISU growth model
2025-11-11,PG-1006,Finisher West,FW1,111,263.2,6.61,6.25,2414,15082.0,ISU growth model
2025-06-13,PG-1007,Finisher East,F3,0,58.5,2.21,2.61,2316,6051.0,ISU growth model
2025-06-14,PG-1007,Finisher East,F3,1,60.2,2.24,2.18,2316,5047.0,ISU growth model
2025-06-15,PG-1007,Finisher East,F3,2,62.0,2.28,2.2,2316,5098.0,ISU growth model
2025-06-16,PG-1007,Finisher East,F3,3,63.7,2.32,2.59,2316,5998.0,ISU growth model
2025-06-17,PG-1007,Finisher East,F3,4,65.5,2.36,2.66,2316,6151.0,ISU growth model
2025-06-18,PG-1007,Finisher East,F3,5,67.3,2.4,2.3,2316,5317.0,ISU growth model
2025-06-19,PG-1007,Finisher East,F3,6,69.0,2.43,2.35,2316,5447.0,ISU growth model
2025-06-20,PG-1007,Finisher East,F3,7,70.8,2.47,2.42,2316,5595.0,ISU growth model
2025-06-21,PG-1007,Finisher East,F3,8,72.5,2.51,2.24,2316,5187.0,ISU growth model
2025-06-22,PG-1007,Finisher East,F3,9,74.3,2.55,2.36,2316,5466.0,ISU growth model
2025-06-23,PG-1007,Finisher East,F3,10,76.1,2.59,2.38,2316,5506.0,ISU growth model
2025-06-24,PG-1007,Finisher East,F3,11,77.8,2.62,2.46,2316,5702.0,ISU growth model
2025-06-25,PG-1007,Finisher East,F3,12,79.6,2.66,2.65,2316,6146.0,ISU growth model
2025-06-26,PG-1007,Finisher East,F3,13,81.3,2.7,2.75,2316,6368.0,ISU growth model
2025-06-27,PG-1007,Finisher East,F3,14,83.1,2.74,3.08,2316,7124.0,ISU growth model
2025-06-28,PG-1007,Finisher East,F3,15,84.9,2.77,2.55,2316,5913.0,ISU growth model
2025-06-29,PG-1007,Finisher East,F3,16,86.6,2.81,3.03,2316,7026.0,ISU growth model
2025-06-30,PG-1007,Finisher East,F3,17,88.4,2.85,2.8,2316,6488.0,ISU growth model
2025-07-01,PG-1007,Finisher East,F3,18,90.1,2.89,2.88,2316,6662.0,ISU growth model
2025-07-02,PG-1007,Finisher East,F3,19,91.9,2.93,3.08,2316,7142.0,ISU growth model
2025-07-03,PG-1007,Finisher East,F3,20,93.7,2.96,2.7,2316,6248.0,ISU growth model
2025-07-04,PG-1007,Finisher East,F3,21,95.4,3.0,3.09,2316,7165.0,ISU growth model
2025-07-05,PG-1007,Finisher East,F3,22,97.2,3.04,3.08,2316,7133.0,ISU growth model
