report_begin_date,report_end_date,published_date,group,category,description,commodity,class,volume,unit,Year,IndexbyYear,report_date
"08/27/2023","09/02/2023","09/14/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5161,"Head",2023,35,2023-08-28 00:00:00.000
"08/20/2023","08/26/2023","09/07/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5611,"Head",2023,34,2023-08-21 00:00:00.000
"08/13/2023","08/19/2023","08/31/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5540,"Head",2023,33,2023-08-14 00:00:00.000
"08/06/2023","08/12/2023","08/24/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5867,"Head",2023,32,2023-08-07 00:00:00.000
"07/30/2023","08/05/2023","08/17/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5683,"Head",2023,31,2023-07-31 00:00:00.000
"07/23/2023","07/29/2023","08/10/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5519,"Head",2023,30,2023-07-24 00:00:00.000
"07/16/2023","07/22/2023","08/03/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5378,"Head",2023,29,2023-07-17 00:00:00.000
"07/09/2023","07/15/2023","07/27/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5398,"Head",2023,28,2023-07-10 00:00:00.000
"07/02/2023","07/08/2023","07/20/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5001,"Head",2023,27,2023-07-03 00:00:00.000
"06/25/2023","07/01/2023","07/13/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",4984,"Head",2023,26,2023-06-26 00:00:00.000
"06/18/2023","06/24/2023","07/06/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5316,"Head",2023,25,2023-06-19 00:00:00.000
"06/11/2023","06/17/2023","06/29/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5240,"Head",2023,24,2023-06-12 00:00:00.000
"06/04/2023","06/10/2023","06/22/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5359,"Head",2023,23,2023-06-05 00:00:00.000
"05/28/2023","06/03/2023","06/15/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5005,"Head",2023,22,2023-05-29 00:00:00.000
"05/21/2023","05/27/2023","06/08/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5406,"Head",2023,21,2023-05-22 00:00:00.000
"05/14/2023","05/20/2023","06/01/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5157,"Head",2023,20,2023-05-15 00:00:00.000
"05/07/2023","05/13/2023","05/25/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5435,"Head",2023,19,2023-05-08 00:00:00.000
"04/30/2023","05/06/2023","05/18/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",4920,"Head",2023,18,2023-05-01 00:00:00.000
"04/23/2023","04/29/2023","05/11/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5157,"Head",2023,17,2023-04-24 00:00:00.000
"04/16/2023","04/22/2023","05/04/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5310,"Head",2023,16,2023-04-17 00:00:00.000
"04/09/2023","04/15/2023","04/27/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5410,"Head",2023,15,2023-04-10 00:00:00.000
"04/02/2023","04/08/2023","04/20/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5450,"Head",2023,14,2023-04-03 00:00:00.000
"03/26/2023","04/01/2023","04/13/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5685,"Head",2023,13,2023-03-27 00:00:00.000
"03/19/2023","03/25/2023","04/06/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5389,"Head",2023,12,2023-03-20 00:00:00.000
"03/12/2023","03/18/2023","03/30/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5622,"Head",2023,11,2023-03-13 00:00:00.000
"03/05/2023","03/11/2023","03/23/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5658,"Head",2023,10,2023-03-06 00:00:00.000
"02/26/2023","03/04/2023","03/16/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5779,"Head",2023,9,2023-02-27 00:00:00.000
"02/19/2023","02/25/2023","03/09/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",5928,"Head",2023,8,2023-02-20 00:00:00.000
"02/12/2023","02/18/2023","03/02/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",6167,"Head",2023,7,2023-02-13 00:00:00.000
"02/05/2023","02/11/2023","02/23/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",6586,"Head",2023,6,2023-02-06 00:00:00.000
"01/29/2023","02/04/2023","02/16/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",6677,"Head",2023,5,2023-01-30 00:00:00.000
"01/22/2023","01/28/2023","02/09/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",6918,"Head",2023,4,2023-01-23 00:00:00.000
"01/15/2023","01/21/2023","02/02/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",6807,"Head",2023,3,2023-01-16 00:00:00.000
"01/08/2023","01/14/2023","01/26/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",6852,"Head",2023,2,2023-01-09 00:00:00.000
"01/01/2023","01/07/2023","01/19/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",6625,"Head",2023,1,2023-01-02 00:00:00.000
"12/24/2023","12/30/2023","01/11/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.1,"Pct",2023,52,2023-12-25 00:00:00.000
"12/24/2023","12/30/2023","01/11/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",32852,"Head",2023,52,2023-12-25 00:00:00.000
"12/17/2023","12/23/2023","01/04/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.6,"Pct",2023,51,2023-12-18 00:00:00.000
"12/17/2023","12/23/2023","01/04/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",38882,"Head",2023,51,2023-12-18 00:00:00.000
"12/10/2023","12/16/2023","12/28/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",35782,"Head",2023,50,2023-12-11 00:00:00.000
"12/10/2023","12/16/2023","12/28/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.6,"Pct",2023,50,2023-12-11 00:00:00.000
"12/03/2023","12/09/2023","12/21/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",36794,"Head",2023,49,2023-12-04 00:00:00.000
"12/03/2023","12/09/2023","12/21/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.2,"Pct",2023,49,2023-12-04 00:00:00.000
"11/26/2023","12/02/2023","12/14/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.3,"Pct",2023,48,2023-11-27 00:00:00.000
"11/26/2023","12/02/2023","12/14/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",37862,"Head",2023,48,2023-11-27 00:00:00.000
"11/19/2023","11/25/2023","12/07/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93,"Pct",2023,47,2023-11-20 00:00:00.000
"11/19/2023","11/25/2023","12/07/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",29930,"Head",2023,47,2023-11-20 00:00:00.000
"11/12/2023","11/18/2023","11/30/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",38546,"Head",2023,46,2023-11-13 00:00:00.000
"11/12/2023","11/18/2023","11/30/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.5,"Pct",2023,46,2023-11-13 00:00:00.000
"11/05/2023","11/11/2023","11/24/2023 10:00:04","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94,"Pct",2023,45,2023-11-06 00:00:00.000
"11/05/2023","11/11/2023","11/24/2023 10:00:04","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",37204,"Head",2023,45,2023-11-06 00:00:00.000
"10/29/2023","11/04/2023","11/16/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",35863,"Head",2023,44,2023-10-30 00:00:00.000
"10/29/2023","11/04/2023","11/16/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.6,"Pct",2023,44,2023-10-30 00:00:00.000
"10/22/2023","10/28/2023","11/09/2023 10:00:04","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",34615,"Head",2023,43,2023-10-23 00:00:00.000
"10/22/2023","10/28/2023","11/09/2023 10:00:04","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.1,"Pct",2023,43,2023-10-23 00:00:00.000
"10/15/2023","10/21/2023","11/02/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",34665,"Head",2023,42,2023-10-16 00:00:00.000
"10/15/2023","10/21/2023","11/02/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94,"Pct",2023,42,2023-10-16 00:00:00.000
"10/08/2023","10/14/2023","10/26/2023 10:00:04","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",32971,"Head",2023,41,2023-10-09 00:00:00.000
"10/08/2023","10/14/2023","10/26/2023 10:00:04","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.3,"Pct",2023,41,2023-10-09 00:00:00.000
"10/01/2023","10/07/2023","10/19/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.4,"Pct",2023,40,2023-10-02 00:00:00.000
"10/01/2023","10/07/2023","10/19/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",33812,"Head",2023,40,2023-10-02 00:00:00.000
"09/24/2023","09/30/2023","10/12/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",92.6,"Pct",2023,39,2023-09-25 00:00:00.000
"09/24/2023","09/30/2023","10/12/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",33231,"Head",2023,39,2023-09-25 00:00:00.000
"09/17/2023","09/23/2023","10/05/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.1,"Pct",2023,38,2023-09-18 00:00:00.000
"09/17/2023","09/23/2023","10/05/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",32633,"Head",2023,38,2023-09-18 00:00:00.000
"09/10/2023","09/16/2023","09/28/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",33447,"Head",2023,37,2023-09-11 00:00:00.000
"09/10/2023","09/16/2023","09/28/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.4,"Pct",2023,37,2023-09-11 00:00:00.000
"09/03/2023","09/09/2023","09/21/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",91.3,"Pct",2023,36,2023-09-04 00:00:00.000
"09/03/2023","09/09/2023","09/21/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",29135,"Head",2023,36,2023-09-04 00:00:00.000
"08/27/2023","09/02/2023","09/14/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.8,"Pct",2023,35,2023-08-28 00:00:00.000
"08/27/2023","09/02/2023","09/14/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",32006,"Head",2023,35,2023-08-28 00:00:00.000
"08/20/2023","08/26/2023","09/07/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",30379,"Head",2023,34,2023-08-21 00:00:00.000
"08/20/2023","08/26/2023","09/07/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.1,"Pct",2023,34,2023-08-21 00:00:00.000
"08/13/2023","08/19/2023","08/31/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",30808,"Head",2023,33,2023-08-14 00:00:00.000
"08/13/2023","08/19/2023","08/31/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93,"Pct",2023,33,2023-08-14 00:00:00.000
"08/06/2023","08/12/2023","08/24/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.6,"Pct",2023,32,2023-08-07 00:00:00.000
"08/06/2023","08/12/2023","08/24/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",30345,"Head",2023,32,2023-08-07 00:00:00.000
"07/30/2023","08/05/2023","08/17/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.5,"Pct",2023,31,2023-07-31 00:00:00.000
"07/30/2023","08/05/2023","08/17/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",29872,"Head",2023,31,2023-07-31 00:00:00.000
"07/23/2023","07/29/2023","08/10/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",28933,"Head",2023,30,2023-07-24 00:00:00.000
"07/23/2023","07/29/2023","08/10/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",92.8,"Pct",2023,30,2023-07-24 00:00:00.000
"07/16/2023","07/22/2023","08/03/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",29694,"Head",2023,29,2023-07-17 00:00:00.000
"07/16/2023","07/22/2023","08/03/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94,"Pct",2023,29,2023-07-17 00:00:00.000
"07/09/2023","07/15/2023","07/27/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",92.9,"Pct",2023,28,2023-07-10 00:00:00.000
"07/09/2023","07/15/2023","07/27/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",29447,"Head",2023,28,2023-07-10 00:00:00.000
"07/02/2023","07/08/2023","07/20/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",25303,"Head",2023,27,2023-07-03 00:00:00.000
"07/02/2023","07/08/2023","07/20/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",91.7,"Pct",2023,27,2023-07-03 00:00:00.000
"06/25/2023","07/01/2023","07/13/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",30398,"Head",2023,26,2023-06-26 00:00:00.000
"06/25/2023","07/01/2023","07/13/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.1,"Pct",2023,26,2023-06-26 00:00:00.000
"06/18/2023","06/24/2023","07/06/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",92.8,"Pct",2023,25,2023-06-19 00:00:00.000
"06/18/2023","06/24/2023","07/06/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",32314,"Head",2023,25,2023-06-19 00:00:00.000
"06/11/2023","06/17/2023","06/29/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",31859,"Head",2023,24,2023-06-12 00:00:00.000
"06/11/2023","06/17/2023","06/29/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.3,"Pct",2023,24,2023-06-12 00:00:00.000
"06/04/2023","06/10/2023","06/22/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",31100,"Head",2023,23,2023-06-05 00:00:00.000
"06/04/2023","06/10/2023","06/22/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.3,"Pct",2023,23,2023-06-05 00:00:00.000
"05/28/2023","06/03/2023","06/15/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",30483,"Head",2023,22,2023-05-29 00:00:00.000
"05/28/2023","06/03/2023","06/15/2023 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.8,"Pct",2023,22,2023-05-29 00:00:00.000
"05/21/2023","05/27/2023","06/08/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",31069,"Head",2023,21,2023-05-22 00:00:00.000
"05/21/2023","05/27/2023","06/08/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.1,"Pct",2023,21,2023-05-22 00:00:00.000
"05/14/2023","05/20/2023","06/01/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",92.8,"Pct",2023,20,2023-05-15 00:00:00.000
"05/14/2023","05/20/2023","06/01/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",31240,"Head",2023,20,2023-05-15 00:00:00.000
"05/07/2023","05/13/2023","05/25/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",31536,"Head",2023,19,2023-05-08 00:00:00.000
"05/07/2023","05/13/2023","05/25/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.3,"Pct",2023,19,2023-05-08 00:00:00.000
"04/30/2023","05/06/2023","05/18/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.9,"Pct",2023,18,2023-05-01 00:00:00.000
"04/30/2023","05/06/2023","05/18/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",32045,"Head",2023,18,2023-05-01 00:00:00.000
"04/23/2023","04/29/2023","05/11/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.8,"Pct",2023,17,2023-04-24 00:00:00.000
"04/23/2023","04/29/2023","05/11/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",30577,"Head",2023,17,2023-04-24 00:00:00.000
"04/16/2023","04/22/2023","05/04/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.1,"Pct",2023,16,2023-04-17 00:00:00.000
"04/16/2023","04/22/2023","05/04/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",36297,"Head",2023,16,2023-04-17 00:00:00.000
"04/09/2023","04/15/2023","04/27/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",41424,"Head",2023,15,2023-04-10 00:00:00.000
"04/09/2023","04/15/2023","04/27/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.5,"Pct",2023,15,2023-04-10 00:00:00.000
"04/02/2023","04/08/2023","04/20/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",38703,"Head",2023,14,2023-04-03 00:00:00.000
"04/02/2023","04/08/2023","04/20/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.5,"Pct",2023,14,2023-04-03 00:00:00.000
"03/26/2023","04/01/2023","04/13/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",39117,"Head",2023,13,2023-03-27 00:00:00.000
"03/26/2023","04/01/2023","04/13/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",95,"Pct",2023,13,2023-03-27 00:00:00.000
"03/19/2023","03/25/2023","04/06/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.7,"Pct",2023,12,2023-03-20 00:00:00.000
"03/19/2023","03/25/2023","04/06/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",41614,"Head",2023,12,2023-03-20 00:00:00.000
"03/12/2023","03/18/2023","03/30/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.1,"Pct",2023,11,2023-03-13 00:00:00.000
"03/12/2023","03/18/2023","03/30/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",37073,"Head",2023,11,2023-03-13 00:00:00.000
"03/05/2023","03/11/2023","03/23/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.1,"Pct",2023,10,2023-03-06 00:00:00.000
"03/05/2023","03/11/2023","03/23/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",34600,"Head",2023,10,2023-03-06 00:00:00.000
"02/26/2023","03/04/2023","03/16/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.6,"Pct",2023,9,2023-02-27 00:00:00.000
"02/26/2023","03/04/2023","03/16/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",33128,"Head",2023,9,2023-02-27 00:00:00.000
"02/19/2023","02/25/2023","03/09/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",31715,"Head",2023,8,2023-02-20 00:00:00.000
"02/19/2023","02/25/2023","03/09/2023 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.9,"Pct",2023,8,2023-02-20 00:00:00.000
"02/12/2023","02/18/2023","03/02/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.5,"Pct",2023,7,2023-02-13 00:00:00.000
"02/12/2023","02/18/2023","03/02/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",33830,"Head",2023,7,2023-02-13 00:00:00.000
"02/05/2023","02/11/2023","02/23/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",33292,"Head",2023,6,2023-02-06 00:00:00.000
"02/05/2023","02/11/2023","02/23/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.9,"Pct",2023,6,2023-02-06 00:00:00.000
"01/29/2023","02/04/2023","02/16/2023 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",30142,"Head",2023,5,2023-01-30 00:00:00.000
