baseSubsidyAmount,conservationComplianceSubsidyReductionAmount,coverageLevelPercent,coveragePrice,endDate,endorsementLength,expectedEndingValueAmount,headCount,insuredSharePercent,livestockRate,perHeadPremium,perHundredWeightPremium,perUnitPremium,practiceCode,producerPremiumAmount,salesEffectiveDate,subsidyPercent,targetWeightQuantity,typeCode,unitPrice,benefitsReceivedYearCount,conservationComplianceSubsidyReductionPercent,farmerRancherIndicatorCode,farmerRancherSubsidyAmount,liabilityAmount,subsidyAmount,totalPremiumAmount,commodityCode,commodityYear,countyCode,errorMessages,insurancePlanCode,isValid,reinsuranceYear,stateCode,trackingId,Commodity,Strike,Grouping Date,CME Premium,BusinessDayOfMonth,LookupMonth,LastBusinessDay,Weekdays to Expiration,Expiration Date,Futures Price
39273,0,0.95,96.08,2026-06-15 00:00:00.000,26,101.136,10000,1,0.051905,7.29,3.24,7.29,206,72935,20251215,0.35,2.25,997,"",0,0,"",0,2161800,39273,112208,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",96,"202606",3.6,11,6,22,0,2026-06-12 00:00:00.000,101.05
43557,0,0.96,97.09,2026-06-15 00:00:00.000,26,101.136,10000,1,0.056968,8.09,3.6,8.09,206,80891,20251215,0.35,2.25,997,"",0,0,"",0,2184525,43557,124448,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",98,"202606",4.4,11,6,22,0,2026-06-12 00:00:00.000,101.05
47754,0,0.97,98.1,2026-06-15 00:00:00.000,26,101.136,10000,1,0.061814,8.87,3.94,8.87,206,88685,20251215,0.35,2.25,997,"",0,0,"",0,2207250,47754,136439,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",98,"202606",4.4,11,6,22,0,2026-06-12 00:00:00.000,101.05
52590,0,0.98,99.11,2026-06-15 00:00:00.000,26,101.136,10000,1,0.06738,9.77,4.34,9.77,206,97666,20251215,0.35,2.25,997,"",0,0,"",0,2229975,52590,150256,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",100,"202606",5.25,11,6,22,0,2026-06-12 00:00:00.000,101.05
51305,0,0.99,100.92,2026-07-13 00:00:00.000,30,101.942,10000,1,0.064556,9.53,4.23,9.53,207,95282,20251215,0.35,2.25,997,"",0,0,"",0,2270700,51305,146587,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",100,"202607",5.725,9,7,23,-2,2026-07-15 00:00:00.000,102
56047,0,1,101.94,2026-07-13 00:00:00.000,30,101.942,10000,1,0.069816,10.41,4.63,10.41,207,104086,20251215,0.35,2.25,997,"",0,0,"",0,2293650,56047,160133,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",102,"202607",6.325,9,7,23,-2,2026-07-15 00:00:00.000,102
35886,0,0.95,96.84,2026-07-13 00:00:00.000,30,101.942,10000,1,0.047057,6.66,2.96,6.66,207,66646,20251215,0.35,2.25,997,"",0,0,"",0,2178900,35886,102532,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",96,"202607",3.6,9,7,23,-2,2026-07-15 00:00:00.000,102
39690,0,0.96,97.86,2026-07-13 00:00:00.000,30,101.942,10000,1,0.051502,7.37,3.28,7.37,207,73710,20251215,0.35,2.25,997,"",0,0,"",0,2201850,39690,113400,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",98,"202607",4.35,9,7,23,-2,2026-07-15 00:00:00.000,102
43344,0,0.97,98.88,2026-07-13 00:00:00.000,30,101.942,10000,1,0.055663,8.05,3.58,8.05,207,80495,20251215,0.35,2.25,997,"",0,0,"",0,2224800,43344,123839,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",98,"202607",4.35,9,7,23,-2,2026-07-15 00:00:00.000,102
47613,0,0.98,99.9,2026-07-13 00:00:00.000,30,101.942,10000,1,0.060521,8.84,3.93,8.84,207,88423,20251215,0.35,2.25,997,"",0,0,"",0,2247750,47613,136036,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",100,"202607",5.725,9,7,23,-2,2026-07-15 00:00:00.000,102
51305,0,0.99,100.92,2026-07-13 00:00:00.000,30,101.942,10000,1,0.064556,9.53,4.23,9.53,207,95282,20251215,0.35,2.25,821,"",0,0,"",0,2270700,51305,146587,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",100,"202607",5.725,9,7,23,-2,2026-07-15 00:00:00.000,102
56047,0,1,101.94,2026-07-13 00:00:00.000,30,101.942,10000,1,0.069816,10.41,4.63,10.41,207,104086,20251215,0.35,2.25,821,"",0,0,"",0,2293650,56047,160133,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",102,"202607",6.325,9,7,23,-2,2026-07-15 00:00:00.000,102
35886,0,0.95,96.84,2026-07-13 00:00:00.000,30,101.942,10000,1,0.047057,6.66,2.96,6.66,207,66646,20251215,0.35,2.25,821,"",0,0,"",0,2178900,35886,102532,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",96,"202607",3.6,9,7,23,-2,2026-07-15 00:00:00.000,102
39690,0,0.96,97.86,2026-07-13 00:00:00.000,30,101.942,10000,1,0.051502,7.37,3.28,7.37,207,73710,20251215,0.35,2.25,821,"",0,0,"",0,2201850,39690,113400,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",98,"202607",4.35,9,7,23,-2,2026-07-15 00:00:00.000,102
43344,0,0.97,98.88,2026-07-13 00:00:00.000,30,101.942,10000,1,0.055663,8.05,3.58,8.05,207,80495,20251215,0.35,2.25,821,"",0,0,"",0,2224800,43344,123839,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",98,"202607",4.35,9,7,23,-2,2026-07-15 00:00:00.000,102
47613,0,0.98,99.9,2026-07-13 00:00:00.000,30,101.942,10000,1,0.060521,8.84,3.93,8.84,207,88423,20251215,0.35,2.25,821,"",0,0,"",0,2247750,47613,136036,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",100,"202607",5.725,9,7,23,-2,2026-07-15 00:00:00.000,102
54219,0,0.99,100.25,2026-08-10 00:00:00.000,34,101.263,10000,1,0.068678,10.07,4.48,10.07,208,100693,20251215,0.35,2.25,821,"",0,0,"",0,2255625,54219,154912,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",100,"202608",6.2,6,8,21,-4,2026-08-14 00:00:00.000,101.15
59031,0,1,101.26,2026-08-10 00:00:00.000,34,101.263,10000,1,0.074027,10.96,4.87,10.96,208,109628,20251215,0.35,2.25,821,"",0,0,"",0,2278350,59031,168659,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",102,"202608",6.7,6,8,21,-4,2026-08-14 00:00:00.000,101.15
38981,0,0.95,96.2,2026-08-10 00:00:00.000,34,101.263,10000,1,0.051455,7.24,3.22,7.24,208,72393,20251215,0.35,2.25,821,"",0,0,"",0,2164500,38981,111374,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",96,"202608",4.125,6,8,21,-4,2026-08-14 00:00:00.000,101.15
42887,0,0.96,97.21,2026-08-10 00:00:00.000,34,101.263,10000,1,0.056023,7.96,3.54,7.96,208,79648,20251215,0.35,2.25,821,"",0,0,"",0,2187225,42887,122535,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",98,"202608",4.925,6,8,21,-4,2026-08-14 00:00:00.000,101.15
46242,0,0.97,98.23,2026-08-10 00:00:00.000,34,101.263,10000,1,0.059778,8.59,3.82,8.59,208,85878,20251215,0.35,2.25,821,"",0,0,"",0,2210175,46242,132120,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",98,"202608",4.925,6,8,21,-4,2026-08-14 00:00:00.000,101.15
50597,0,0.98,99.24,2026-08-10 00:00:00.000,34,101.263,10000,1,0.064742,9.4,4.18,9.4,208,93965,20251215,0.35,2.25,821,"",0,0,"",0,2232900,50597,144562,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",100,"202608",6.2,6,8,21,-4,2026-08-14 00:00:00.000,101.15
41092,0,0.95,81.9,2026-09-14 00:00:00.000,39,86.212,10000,1,0.063712,7.63,3.39,7.63,309,76313,20251215,0.35,2.25,821,"",0,0,"",0,1842750,41092,117405,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202610",4.6,10,10,22,-22,2026-10-14 00:00:00.000,85.275
44730,0,0.96,82.76,2026-09-14 00:00:00.000,39,86.212,10000,1,0.068632,8.31,3.69,8.31,309,83070,20251215,0.35,2.25,821,"",0,0,"",0,1862100,44730,127800,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202610",4.6,10,10,22,-22,2026-10-14 00:00:00.000,85.275
47840,0,0.97,83.63,2026-09-14 00:00:00.000,39,86.212,10000,1,0.072641,8.88,3.95,8.88,309,88847,20251215,0.35,2.25,821,"",0,0,"",0,1881675,47840,136687,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",84,"202610",5.45,10,10,22,-22,2026-10-14 00:00:00.000,85.275
51841,0,0.98,84.49,2026-09-14 00:00:00.000,39,86.212,10000,1,0.077915,9.63,4.28,9.63,309,96277,20251215,0.35,2.25,821,"",0,0,"",0,1901025,51841,148118,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",84,"202610",5.45,10,10,22,-22,2026-10-14 00:00:00.000,85.275
55330,0,0.99,85.35,2026-09-14 00:00:00.000,39,86.212,10000,1,0.08232,10.28,4.57,10.28,309,102755,20251215,0.35,2.25,821,"",0,0,"",0,1920375,55330,158085,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202610",6.875,10,10,22,-22,2026-10-14 00:00:00.000,85.275
59700,0,1,86.21,2026-09-14 00:00:00.000,39,86.212,10000,1,0.087936,11.09,4.93,11.09,309,110872,20251215,0.35,2.25,821,"",0,0,"",0,1939725,59700,170572,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202610",6.875,10,10,22,-22,2026-10-14 00:00:00.000,85.275
37784,0,0.95,81.01,2026-10-12 00:00:00.000,43,85.275,10000,1,0.059227,7.02,3.12,7.02,310,70171,20251215,0.35,2.25,821,"",0,0,"",0,1822725,37784,107955,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202610",4.6,8,10,22,-2,2026-10-14 00:00:00.000,85.275
41084,0,0.96,81.86,2026-10-12 00:00:00.000,43,85.275,10000,1,0.063731,7.63,3.39,7.63,310,76299,20251215,0.35,2.25,821,"",0,0,"",0,1841850,41084,117383,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202610",4.6,8,10,22,-2,2026-10-14 00:00:00.000,85.275
43817,0,0.97,82.72,2026-10-12 00:00:00.000,43,85.275,10000,1,0.067263,8.14,3.62,8.14,310,81373,20251215,0.35,2.25,821,"",0,0,"",0,1861200,43817,125190,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202610",4.6,8,10,22,-2,2026-10-14 00:00:00.000,85.275
47431,0,0.98,83.57,2026-10-12 00:00:00.000,43,85.275,10000,1,0.072071,8.81,3.91,8.81,310,88086,20251215,0.35,2.25,821,"",0,0,"",0,1880325,47431,135517,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",84,"202610",5.45,8,10,22,-2,2026-10-14 00:00:00.000,85.275
50495,0,0.99,84.42,2026-10-12 00:00:00.000,43,85.275,10000,1,0.075954,9.38,4.17,9.38,310,93776,20251215,0.35,2.25,821,"",0,0,"",0,1899450,50495,144271,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",84,"202610",5.45,8,10,22,-2,2026-10-14 00:00:00.000,85.275
54440,0,1,85.28,2026-10-12 00:00:00.000,43,85.275,10000,1,0.081062,10.11,4.49,10.11,310,101102,20251215,0.35,2.25,821,"",0,0,"",0,1918800,54440,155542,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202610",6.875,8,10,22,-2,2026-10-14 00:00:00.000,85.275
41171,0,0.95,73.64,2026-11-09 00:00:00.000,47,77.515,10000,1,0.070994,7.65,3.4,7.65,311,76459,20251215,0.35,2.25,821,"",0,0,"",0,1656900,41171,117630,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",74,"202612",4.85,6,12,21,-25,2026-12-14 00:00:00.000,76.575
44510,0,0.96,74.41,2026-11-09 00:00:00.000,47,77.515,10000,1,0.075958,8.27,3.67,8.27,311,82661,20251215,0.35,2.25,821,"",0,0,"",0,1674225,44510,127171,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",74,"202612",4.85,6,12,21,-25,2026-12-14 00:00:00.000,76.575
47636,0,0.97,75.19,2026-11-09 00:00:00.000,47,77.515,10000,1,0.08045,8.85,3.93,8.85,311,88467,20251215,0.35,2.25,821,"",0,0,"",0,1691775,47636,136103,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202612",5.65,6,12,21,-25,2026-12-14 00:00:00.000,76.575
51266,0,0.98,75.96,2026-11-09 00:00:00.000,47,77.515,10000,1,0.085703,9.52,4.23,9.52,311,95209,20251215,0.35,2.25,821,"",0,0,"",0,1709100,51266,146475,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202612",5.65,6,12,21,-25,2026-12-14 00:00:00.000,76.575
55062,0,0.99,76.74,2026-11-09 00:00:00.000,47,77.515,10000,1,0.091113,10.23,4.54,10.23,311,102258,20251215,0.35,2.25,821,"",0,0,"",0,1726650,55062,157320,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202612",5.65,6,12,21,-25,2026-12-14 00:00:00.000,76.575
58424,0,1,77.52,2026-11-09 00:00:00.000,47,77.515,10000,1,0.095704,10.85,4.82,10.85,311,108503,20251215,0.35,2.25,821,"",0,0,"",0,1744200,58424,166927,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",78,"202612",6.825,6,12,21,-25,2026-12-14 00:00:00.000,76.575
37320,0,0.95,72.75,2026-12-14 00:00:00.000,52,76.575,10000,1,0.065141,6.93,3.08,6.93,312,69308,20251215,0.35,2.25,821,"",0,0,"",0,1636875,37320,106628,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",72,"202612",3.85,10,12,23,0,2026-12-14 00:00:00.000,76.575
40312,0,0.96,73.51,2026-12-14 00:00:00.000,52,76.575,10000,1,0.069637,7.49,3.33,7.49,312,74866,20251215,0.35,2.25,821,"",0,0,"",0,1653975,40312,115178,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",74,"202612",4.85,10,12,23,0,2026-12-14 00:00:00.000,76.575
43053,0,0.97,74.28,2026-12-14 00:00:00.000,52,76.575,10000,1,0.0736,8,3.55,8,312,79955,20251215,0.35,2.25,821,"",0,0,"",0,1671300,43053,123008,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",74,"202612",4.85,10,12,23,0,2026-12-14 00:00:00.000,76.575
46305,0,0.98,75.04,2026-12-14 00:00:00.000,52,76.575,10000,1,0.078358,8.6,3.82,8.6,312,85995,20251215,0.35,2.25,821,"",0,0,"",0,1688400,46305,132300,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202612",5.65,10,12,23,0,2026-12-14 00:00:00.000,76.575
49699,0,0.99,75.81,2026-12-14 00:00:00.000,52,76.575,10000,1,0.083248,9.23,4.1,9.23,312,92299,20251215,0.35,2.25,821,"",0,0,"",0,1705725,49699,141998,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202612",5.65,10,12,23,0,2026-12-14 00:00:00.000,76.575
52613,0,1,76.58,2026-12-14 00:00:00.000,52,76.575,10000,1,0.087242,9.77,4.34,9.77,312,97709,20251215,0.35,2.25,821,"",0,0,"",0,1723050,52613,150322,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202612",5.65,10,12,23,0,2026-12-14 00:00:00.000,76.575
2054,0,0.75,64.82,2026-03-16 00:00:00.000,13,86.428,10000,1,0.002561,0.17,0.07,0.17,203,1681,20251215,0.55,2.25,997,"",0,0,"",0,1458450,2054,3735,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",64,"202604",0.2,11,4,22,-22,2026-04-15 00:00:00.000,88.925
3713,0,0.8,69.14,2026-03-16 00:00:00.000,13,86.428,10000,1,0.004773,0.37,0.16,0.37,203,3712,20251215,0.5,2.25,997,"",0,0,"",0,1555650,3713,7425,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",70,"202604",0.35,11,4,22,-22,2026-04-15 00:00:00.000,88.925
7026,0,0.85,73.46,2026-03-16 00:00:00.000,13,86.428,10000,1,0.009447,0.86,0.38,0.86,203,8588,20251215,0.45,2.25,997,"",0,0,"",0,1652850,7026,15614,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",74,"202604",0.65,11,4,22,-22,2026-04-15 00:00:00.000,88.925
10226,0,0.875,75.62,2026-03-16 00:00:00.000,13,86.428,10000,1,0.013356,1.25,0.56,1.25,203,12499,20251215,0.45,2.25,997,"",0,0,"",0,1701450,10226,22725,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202604",0.875,11,4,22,-22,2026-04-15 00:00:00.000,88.925
12924,0,0.9,77.79,2026-03-16 00:00:00.000,13,86.428,10000,1,0.01846,1.94,0.86,1.94,203,19386,20251215,0.4,2.25,997,"",0,0,"",0,1750275,12924,32310,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",78,"202604",1.025,11,4,22,-22,2026-04-15 00:00:00.000,88.925
19008,0,0.925,79.95,2026-03-16 00:00:00.000,13,86.428,10000,1,0.026417,2.85,1.27,2.85,203,28513,20251215,0.4,2.25,997,"",0,0,"",0,1798875,19008,47521,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",80,"202604",1.375,11,4,22,-22,2026-04-15 00:00:00.000,88.925
2871,0,0.75,66.57,2026-04-13 00:00:00.000,17,88.758,10000,1,0.003485,0.23,0.1,0.23,204,2349,20251215,0.55,2.25,997,"",0,0,"",0,1497825,2871,5220,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",66,"202604",0.25,9,4,22,-2,2026-04-15 00:00:00.000,88.925
4804,0,0.8,71.01,2026-04-13 00:00:00.000,17,88.758,10000,1,0.006013,0.48,0.21,0.48,204,4803,20251215,0.5,2.25,997,"",0,0,"",0,1597725,4804,9607,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",72,"202604",0.45,9,4,22,-2,2026-04-15 00:00:00.000,88.925
8262,0,0.85,75.44,2026-04-13 00:00:00.000,17,88.758,10000,1,0.010817,1.01,0.45,1.01,204,10099,20251215,0.45,2.25,997,"",0,0,"",0,1697400,8262,18361,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202604",0.875,9,4,22,-2,2026-04-15 00:00:00.000,88.925
11451,0,0.875,77.66,2026-04-13 00:00:00.000,17,88.758,10000,1,0.014563,1.4,0.62,1.4,204,13996,20251215,0.45,2.25,997,"",0,0,"",0,1747350,11451,25447,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",78,"202604",1.025,9,4,22,-2,2026-04-15 00:00:00.000,88.925
13806,0,0.9,79.88,2026-04-13 00:00:00.000,17,88.758,10000,1,0.019204,2.07,0.92,2.07,204,20709,20251215,0.4,2.25,997,"",0,0,"",0,1797300,13806,34515,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",80,"202604",1.375,9,4,22,-2,2026-04-15 00:00:00.000,88.925
19467,0,0.925,82.1,2026-04-13 00:00:00.000,17,88.758,10000,1,0.026346,2.92,1.3,2.92,204,29201,20251215,0.4,2.25,997,"",0,0,"",0,1847250,19467,48668,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202604",2.025,9,4,22,-2,2026-04-15 00:00:00.000,88.925
4282,0,0.75,69.1,2026-05-11 00:00:00.000,21,92.132,10000,1,0.005007,0.35,0.16,0.35,205,3503,20251215,0.55,2.25,997,"",0,0,"",0,1554750,4282,7785,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",70,"202606",0.275,7,6,21,-24,2026-06-12 00:00:00.000,101.05
6750,0,0.8,73.71,2026-05-11 00:00:00.000,21,92.132,10000,1,0.00814,0.68,0.3,0.68,205,6750,20251215,0.5,2.25,997,"",0,0,"",0,1658475,6750,13500,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",74,"202606",0.35,7,6,21,-24,2026-06-12 00:00:00.000,101.05
10571,0,0.85,78.31,2026-05-11 00:00:00.000,21,92.132,10000,1,0.013332,1.29,0.57,1.29,205,12920,20251215,0.45,2.25,997,"",0,0,"",0,1761975,10571,23491,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",78,"202606",0.5,7,6,21,-24,2026-06-12 00:00:00.000,101.05
14853,0,0.875,80.62,2026-05-11 00:00:00.000,21,92.132,10000,1,0.018196,1.82,0.81,1.82,205,18154,20251215,0.45,2.25,997,"",0,0,"",0,1813950,14853,33007,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",80,"202606",0.6,7,6,21,-24,2026-06-12 00:00:00.000,101.05
18306,0,0.9,82.92,2026-05-11 00:00:00.000,21,92.132,10000,1,0.02453,2.75,1.22,2.75,205,27460,20251215,0.4,2.25,997,"",0,0,"",0,1865700,18306,45766,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202606",0.75,7,6,21,-24,2026-06-12 00:00:00.000,101.05
24804,0,0.925,85.22,2026-05-11 00:00:00.000,21,92.132,10000,1,0.03234,3.72,1.65,3.72,205,37206,20251215,0.4,2.25,997,"",0,0,"",0,1917450,24804,62010,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202606",1.175,7,6,21,-24,2026-06-12 00:00:00.000,101.05
6238,0,0.75,75.85,2026-06-15 00:00:00.000,26,101.136,10000,1,0.006645,0.51,0.23,0.51,206,5103,20251215,0.55,2.25,997,"",0,0,"",0,1706625,6238,11341,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202606",0.425,11,6,22,0,2026-06-12 00:00:00.000,101.05
10384,0,0.8,80.91,2026-06-15 00:00:00.000,26,101.136,10000,1,0.011408,1.04,0.46,1.04,206,10384,20251215,0.5,2.25,997,"",0,0,"",0,1820475,10384,20768,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",80,"202606",0.6,11,6,22,0,2026-06-12 00:00:00.000,101.05
16099,0,0.85,85.97,2026-06-15 00:00:00.000,26,101.136,10000,1,0.018495,1.97,0.87,1.97,206,19676,20251215,0.45,2.25,997,"",0,0,"",0,1934325,16099,35775,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202606",1.175,11,6,22,0,2026-06-12 00:00:00.000,101.05
21930,0,0.875,88.49,2026-06-15 00:00:00.000,26,101.136,10000,1,0.024477,2.68,1.19,2.68,206,26804,20251215,0.45,2.25,997,"",0,0,"",0,1991025,21930,48734,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",88,"202606",1.5,11,6,22,0,2026-06-12 00:00:00.000,101.05
26136,0,0.9,91.02,2026-06-15 00:00:00.000,26,101.136,10000,1,0.031905,3.92,1.74,3.92,206,39204,20251215,0.4,2.25,997,"",0,0,"",0,2047950,26136,65340,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",92,"202606",2.3,11,6,22,0,2026-06-12 00:00:00.000,101.05
34407,0,0.925,93.55,2026-06-15 00:00:00.000,26,101.136,10000,1,0.040866,5.16,2.29,5.16,206,51611,20251215,0.4,2.25,997,"",0,0,"",0,2104875,34407,86018,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",94,"202606",3.2,11,6,22,0,2026-06-12 00:00:00.000,101.05
