report_date,for_date_begin,avg_carcass_weight,avg_backfat,avg_loin_area,avg_loin_depth,standard_lean_yield,wtd_avg_base,wtd_avg_net_price,WeekofYear,Year,IndexbyYear
2007-07-06 00:00:00.000,2007-07-05 00:00:00.000,199.17,".74","7.22","2.41","51.90","69.95","72.60","275",2007,132
2007-05-15 00:00:00.000,2007-05-14 00:00:00.000,201.24,".74","7.23","2.41","51.90","69.95","72.21","202",2007,96
2007-05-14 00:00:00.000,2007-05-11 00:00:00.000,202.8,".74","7.34","2.45","51.90","70.29","72.97","201",2007,95
2007-05-11 00:00:00.000,2007-05-10 00:00:00.000,202.14,".74","7.34","2.44","51.90","70.66","73.28","195",2007,94
2007-04-27 00:00:00.000,2007-04-26 00:00:00.000,203.2,".74","7.33","2.44","51.90","67.76","70.27","175",2007,84
2007-04-06 00:00:00.000,2007-04-05 00:00:00.000,204.13,".74","7.31","2.43","51.90","60.36","62.75","145",2007,69
2006-12-26 00:00:00.000,2006-12-22 00:00:00.000,203.83,".74","7.34","2.44","51.90","57.40","59.70","532",2006,251
2006-04-26 00:00:00.000,2006-04-25 00:00:00.000,203.58,".74","7.29","2.43","51.90","59.00","61.53","183",2006,82
2006-04-17 00:00:00.000,2006-04-14 00:00:00.000,204.72,".74","7.38","2.46","51.90","52.21","54.80","171",2006,75
2004-03-31 00:00:00.000,2004-03-30 00:00:00.000,200.59,".74","7.12","2.37","51.50","63.93","66.54","143",2004,64
2004-03-25 00:00:00.000,2004-03-24 00:00:00.000,199.58,".74","7.07","2.35","51.50","64.56","67.22","134",2004,60
2004-01-30 00:00:00.000,2004-01-29 00:00:00.000,199.69,".74","7.06","2.35","51.50","55.45","57.78","55",2004,21
2004-01-29 00:00:00.000,2004-01-28 00:00:00.000,199.98,".74","7.09","2.36","51.50","55.22","57.67","54",2004,20
2003-09-22 00:00:00.000,2003-09-19 00:00:00.000,196.94,".74","6.96","2.32","51.50","57.95","60.57","391",2003,185
2003-08-05 00:00:00.000,2003-08-04 00:00:00.000,192.38,".74","6.85","2.28","51.40","57.88","60.28","322",2003,152
2003-05-22 00:00:00.000,2003-05-21 00:00:00.000,197.79,".74","6.97","2.32","51.50","60.81","63.44","214",2003,101
2003-05-16 00:00:00.000,2003-05-15 00:00:00.000,198.14,".74","7.00","2.33","51.50","58.54","61.18","205",2003,97
2003-05-13 00:00:00.000,2003-05-12 00:00:00.000,198.41,".74","7.04","2.35","51.50","56.17","58.66","202",2003,94
2003-05-12 00:00:00.000,2003-05-09 00:00:00.000,199.1,".74","7.01","2.34","51.50","55.62","58.19","201",2003,93
2003-05-07 00:00:00.000,2003-05-06 00:00:00.000,198.24,".74","7.05","2.35","51.50","54.14","56.79","193",2003,90
2003-04-30 00:00:00.000,2003-04-29 00:00:00.000,198.47,".74","7.02","2.34","51.50","53.24","55.74","183",2003,85
2003-01-29 00:00:00.000,2003-01-28 00:00:00.000,198.51,".74","7.02","2.34","51.50","48.16","50.69","53",2003,20
2002-10-10 00:00:00.000,2002-10-09 00:00:00.000,195.01,".74","6.94","2.31",".50","51.40","48.55","414",2002,199
2002-10-04 00:00:00.000,2002-10-03 00:00:00.000,194.17,".74","6.95","2.32",".50","51.50","47.35","405",2002,195
2002-10-03 00:00:00.000,2002-10-02 00:00:00.000,193.9,".74","6.89","2.30",".50","51.40","47.03","404",2002,194
2002-09-24 00:00:00.000,2002-09-23 00:00:00.000,192.89,".74","6.92","2.31",".50","51.50","43.83","392",2002,187
2002-09-19 00:00:00.000,2002-09-18 00:00:00.000,193.17,".74","6.88","2.29",".50","51.40","43.68","384",2002,184
2002-09-12 00:00:00.000,2002-09-11 00:00:00.000,192.39,".74","6.89","2.30",".50","51.40","41.01","374",2002,179
2002-09-11 00:00:00.000,2002-09-10 00:00:00.000,191.84,".74","6.93","32.31",".50","51.50","39.24","373",2002,178
2002-09-04 00:00:00.000,2002-09-03 00:00:00.000,191.91,".74","6.89","2.30",".50","51.50","39.24","363",2002,173
2002-09-03 00:00:00.000,2002-08-30 00:00:00.000,192.3,".74","6.87","2.29",".50","51.40","40.91","362",2002,172
2002-08-30 00:00:00.000,2002-08-29 00:00:00.000,191.83,".74","6.83","2.28",".50","51.40","42.45","355",2002,171
2002-08-27 00:00:00.000,2002-08-26 00:00:00.000,191.99,".74","6.84","2.28",".50","51.40","46.19","352",2002,168
2002-08-20 00:00:00.000,2002-08-19 00:00:00.000,192.32,".74","6.90","2.30",".50","51.40","49.47","342",2002,163
2002-08-09 00:00:00.000,2002-08-08 00:00:00.000,191.8,".74","6.86","2.29",".50","51.40","52.41","325",2002,156
2002-08-08 00:00:00.000,2002-08-07 00:00:00.000,190.98,".74","6.86","2.29",".50","51.50","53.26","324",2002,155
2002-08-07 00:00:00.000,2002-08-06 00:00:00.000,191.18,".74","6.85","2.28",".50","51.40","53.79","323",2002,154
2002-04-10 00:00:00.000,2002-04-09 00:00:00.000,199.69,".74","7.07","2.36",".50","51.60","48.71","153",2002,71
2002-03-27 00:00:00.000,2002-03-26 00:00:00.000,198.8,".74","7.08","2.36",".50","51.60","50.56","133",2002,61
2002-03-20 00:00:00.000,2002-03-19 00:00:00.000,198.72,".74","7.05","2.35",".50","51.60","51.75","123",2002,56
2002-03-13 00:00:00.000,2002-03-12 00:00:00.000,198.61,".74","7.04","2.34",".50","51.50","53.74","113",2002,51
2002-03-12 00:00:00.000,2002-03-11 00:00:00.000,198.22,".74","7.01","2.33",".50","51.60","54.35","112",2002,50
2002-03-08 00:00:00.000,2002-03-07 00:00:00.000,198.68,".74","7.01","2.34",".50","51.50","54.70","105",2002,48
2002-03-07 00:00:00.000,2002-03-06 00:00:00.000,198.4,".74","7.02","2.34",".50","51.50","55.17","104",2002,47
2002-03-05 00:00:00.000,2002-03-04 00:00:00.000,198.96,".74","7.03","2.34",".50","51.50","55.22","102",2002,45
2002-02-26 00:00:00.000,2002-02-25 00:00:00.000,199.05,".74","7.06","2.35",".50","51.50","55.34","92",2002,40
2002-02-18 00:00:00.000,2002-02-15 00:00:00.000,198.44,".74","7.00","2.33",".50","51.60","55.25","81",2002,34
2001-08-15 00:00:00.000,2001-08-14 00:00:00.000,190.67,".74","6.85","2.29","51.30","69.32","70.88","333",2001,8
2001-08-14 00:00:00.000,2001-08-13 00:00:00.000,190.67,".74","6.89","2.30","51.30","69.18","70.81","332",2001,7
2001-08-10 00:00:00.000,2001-08-09 00:00:00.000,190.46,".74","6.96","2.32","51.40","68.96","70.81","325",2001,5
2009-07-06 00:00:00.000,2009-07-03 00:00:00.000,199.95,".74","7.24","2.41","51.60","59.59","61.69","281",2009,131
2007-01-24 00:00:00.000,2007-01-23 00:00:00.000,203.2,".74","7.25","2.42","51.60","58.86","61.04","43",2007,17
2006-08-15 00:00:00.000,2006-08-14 00:00:00.000,195.92,".74","7.07","2.36","51.60","67.42","69.69","342",2006,159
2006-07-25 00:00:00.000,2006-07-24 00:00:00.000,195.98,".74","7.11","2.37","51.60","67.40","69.68","312",2006,144
2006-06-13 00:00:00.000,2006-06-12 00:00:00.000,199.01,".74","7.09","2.36","51.60","69.73","71.93","252",2006,115
2006-02-27 00:00:00.000,2006-02-24 00:00:00.000,204.03,".74","7.21","2.40","51.60","61.07","63.08","101",2006,40
2006-02-23 00:00:00.000,2006-02-22 00:00:00.000,203.6,".74","7.23","2.41","51.60","60.67","62.70","94",2006,38
2006-02-15 00:00:00.000,2006-02-14 00:00:00.000,203.36,".74","7.18","2.39","51.60","57.15","59.21","83",2006,32
2006-02-14 00:00:00.000,2006-02-13 00:00:00.000,203.57,".74","7.15","2.38","51.60","56.25","58.26","82",2006,31
2005-09-19 00:00:00.000,2005-09-16 00:00:00.000,198.86,".74","7.11","2.37","51.60","64.02","66.20","391",2005,183
2005-09-14 00:00:00.000,2005-09-13 00:00:00.000,197.93,".74","7.17","2.39","51.60","63.68","66.15","383",2005,180
2005-08-23 00:00:00.000,2005-08-22 00:00:00.000,195.92,".74","7.12","2.37","51.60","68.13","70.37","352",2005,165
2005-08-22 00:00:00.000,2005-08-19 00:00:00.000,197.31,".74","7.06","2.35","51.60","67.29","69.38","351",2005,164
2005-06-27 00:00:00.000,2005-06-24 00:00:00.000,199.1,".74","7.00","2.33","51.60","65.79","68.08","271",2005,125
2005-05-16 00:00:00.000,2005-05-13 00:00:00.000,203.11,".74","7.21","2.40","51.60","72.83","75.30","211",2005,96
2005-04-13 00:00:00.000,2005-04-12 00:00:00.000,202.83,".74","7.19","2.39","51.60","66.13","68.60","163",2005,73
2005-04-05 00:00:00.000,2005-04-04 00:00:00.000,203.28,".74","7.24","2.41","51.60","65.16","67.30","152",2005,67
2005-03-18 00:00:00.000,2005-03-17 00:00:00.000,203.64,".74","7.23","2.41","51.60","66.22","68.44","125",2005,55
2005-02-24 00:00:00.000,2005-02-23 00:00:00.000,202.57,".74","7.21","2.40","51.60","66.08","68.57","94",2005,39
2005-02-14 00:00:00.000,2005-02-11 00:00:00.000,203.2,".74","7.22","2.41","51.60","65.46","67.63","81",2005,31
2005-02-09 00:00:00.000,2005-02-08 00:00:00.000,202.22,".74","7.21","2.40","51.60","67.08","69.36","73",2005,28
2004-05-07 00:00:00.000,2004-05-06 00:00:00.000,198.86,".74","7.11","2.37","51.60","70.85","73.68","195",2004,91
2004-05-05 00:00:00.000,2004-05-04 00:00:00.000,198.83,".74","7.15","2.38","51.60","69.90","72.79","193",2004,89
2004-04-26 00:00:00.000,2004-04-23 00:00:00.000,200.27,".74","7.12","2.37","51.60","64.71","67.27","181",2004,82
2004-04-23 00:00:00.000,2004-04-22 00:00:00.000,199.84,".74","7.15","2.38","51.60","64.20","66.98","175",2004,81
2004-04-21 00:00:00.000,2004-04-20 00:00:00.000,199.03,".74","7.13","2.38","51.60","63.49","66.33","173",2004,79
2004-04-16 00:00:00.000,2004-04-15 00:00:00.000,200.41,".74","7.13","2.38","51.60","61.61","64.23","165",2004,76
2004-04-07 00:00:00.000,2004-04-06 00:00:00.000,200.59,".74","7.12","2.37","51.60","61.30","63.66","153",2004,69
2004-04-06 00:00:00.000,2004-04-05 00:00:00.000,199.86,".74","7.10","2.36","51.60","62.00","64.41","152",2004,68
2004-04-01 00:00:00.000,2004-03-31 00:00:00.000,200.46,".74","7.11","2.37","51.60","63.77","66.45","144",2004,65
2004-03-24 00:00:00.000,2004-03-23 00:00:00.000,199.56,".74","7.03","2.34","51.60","64.59","67.19","133",2004,59
2004-03-23 00:00:00.000,2004-03-22 00:00:00.000,199.8,".74","7.08","2.36","51.60","64.18","66.71","132",2004,58
2004-03-22 00:00:00.000,2004-03-19 00:00:00.000,200.61,".74","7.11","2.37","51.60","63.86","66.67","131",2004,57
2004-03-19 00:00:00.000,2004-03-18 00:00:00.000,199.47,".74","7.08","2.36","51.60","63.47","66.20","125",2004,56
2004-03-18 00:00:00.000,2004-03-17 00:00:00.000,200.06,".74","7.10","2.36","51.60","62.94","65.59","124",2004,55
2004-03-16 00:00:00.000,2004-03-15 00:00:00.000,199.81,".74","7.05","2.35","51.60","62.21","64.61","122",2004,53
2004-03-12 00:00:00.000,2004-03-11 00:00:00.000,199.64,".74","7.11","2.37","51.60","61.50","64.07","115",2004,51
2004-03-11 00:00:00.000,2004-03-10 00:00:00.000,199.56,".74","7.10","2.37","51.60","61.63","64.29","114",2004,50
2004-03-08 00:00:00.000,2004-03-05 00:00:00.000,200.6,".74","7.06","2.35","51.60","61.75","64.15","111",2004,47
2004-03-05 00:00:00.000,2004-03-04 00:00:00.000,200.04,".74","7.08","2.36","51.60","61.32","63.94","105",2004,46
2004-03-03 00:00:00.000,2004-03-02 00:00:00.000,200.15,".74","7.08","2.36","51.60","60.38","62.77","103",2004,44
2004-02-20 00:00:00.000,2004-02-19 00:00:00.000,199.54,".74","7.07","2.35","51.60","60.18","62.65","85",2004,36
2004-02-19 00:00:00.000,2004-02-18 00:00:00.000,199.15,".74","7.08","2.36","51.60","60.47","63.10","84",2004,35
2004-02-17 00:00:00.000,2004-02-16 00:00:00.000,199.51,".74","7.12","2.37","51.60","60.40","62.92","82",2004,33
2004-02-13 00:00:00.000,2004-02-12 00:00:00.000,199.2,".74","7.07","2.35","51.60","60.36","62.99","75",2004,31
2004-02-12 00:00:00.000,2004-02-11 00:00:00.000,198.57,".74","7.07","2.36","51.60","60.10","62.00","74",2004,30
2003-09-23 00:00:00.000,2003-09-22 00:00:00.000,196.39,".74","7.03","2.34","51.60","58.19","60.71","392",2003,186
2003-05-08 00:00:00.000,2003-05-07 00:00:00.000,198.18,".74","7.06","2.35","51.60","54.82","57.33","194",2003,91
2003-05-02 00:00:00.000,2003-05-01 00:00:00.000,199.09,".74","7.04","2.34","51.60","53.40","56.01","185",2003,87
2003-05-01 00:00:00.000,2003-04-30 00:00:00.000,198.56,".74","7.04","2.35","51.60","53.35","55.98","184",2003,86
2003-04-29 00:00:00.000,2003-04-28 00:00:00.000,198.14,".74","7.06","2.35","51.60","52.32","55.09","182",2003,84
2003-04-25 00:00:00.000,2003-04-24 00:00:00.000,199.66,".74","7.10","2.37","51.60","50.72","53.14","175",2003,82
2003-04-23 00:00:00.000,2003-04-22 00:00:00.000,198.77,".74","7.09","2.36","51.60","49.06","51.50","173",2003,80
2003-04-22 00:00:00.000,2003-04-21 00:00:00.000,200.83,".74","7.24","2.41","51.60","47.57","50.63","172",2003,79
2003-04-08 00:00:00.000,2003-04-07 00:00:00.000,199.27,".74","7.01","2.34","51.60","48.74","51.02","152",2003,69
2003-03-10 00:00:00.000,2003-03-07 00:00:00.000,199.21,".74","7.02","2.34","51.60","48.15","50.58","111",2003,48
2003-03-06 00:00:00.000,2003-03-05 00:00:00.000,198.59,".74","7.03","2.34","51.60","48.60","50.78","104",2003,46
2003-02-28 00:00:00.000,2003-02-27 00:00:00.000,198.7,".74","7.05","2.35","51.60","47.91","50.49","95",2003,42
2003-02-25 00:00:00.000,2003-02-24 00:00:00.000,198.28,".74","6.99","2.33","51.60","48.01","50.45","92",2003,39
2003-02-13 00:00:00.000,2003-02-12 00:00:00.000,198.47,".74","7.04","2.35","51.60","48.43","51.15","74",2003,31
2003-02-07 00:00:00.000,2003-02-06 00:00:00.000,199.53,".74","7.06","2.35","51.60","48.35","51.02","65",2003,27
2003-02-06 00:00:00.000,2003-02-05 00:00:00.000,199.08,".74","7.03","2.34","51.60","48.51","51.13","64",2003,26
2003-02-05 00:00:00.000,2003-02-04 00:00:00.000,198.69,".74","7.08","2.36","51.60","48.04","50.70","63",2003,25
2003-02-04 00:00:00.000,2003-02-03 00:00:00.000,198.86,".74","7.02","2.34","51.60","48.24","50.71","62",2003,24
2003-02-03 00:00:00.000,2003-01-31 00:00:00.000,198.96,".74","7.02","2.34","51.60","47.97","50.50","61",2003,23
2003-01-31 00:00:00.000,2003-01-30 00:00:00.000,198.93,".74","7.05","2.35","51.60","47.95","50.49","55",2003,22
2003-01-30 00:00:00.000,2003-01-29 00:00:00.000,198.33,".74","7.02","2.34","51.60","48.01","50.72","54",2003,21
2003-01-28 00:00:00.000,2003-01-27 00:00:00.000,198.39,".74","7.07","2.36","51.60","48.18","50.81","52",2003,19
2011-01-14 00:00:00.000,2011-01-13 00:00:00.000,208.94,".74","7.42","2.47","51.70","72.46","74.49","35",2011,10
2010-12-10 00:00:00.000,2010-12-09 00:00:00.000,208.56,".74","7.37","2.45","51.70","67.81","69.84","505",2010,241
2009-12-07 00:00:00.000,2009-12-04 00:00:00.000,205.02,".74","7.33","2.44","51.70","57.72","60.00","501",2009,239
2009-11-23 00:00:00.000,2009-11-20 00:00:00.000,204.27,".74","7.29","2.43","51.70","52.85","54.92","481",2009,230
2009-11-18 00:00:00.000,2009-11-17 00:00:00.000,203.88,".74","7.30","2.43","51.70","53.98","55.89","473",2009,227
2009-11-04 00:00:00.000,2009-11-03 00:00:00.000,203.28,".74","7.27","2.42","51.70","53.94","56.00","453",2009,217
2009-11-02 00:00:00.000,2009-10-30 00:00:00.000,203.88,".74","7.29","2.43","51.70","53.03","55.06","451",2009,215
2009-10-30 00:00:00.000,2009-10-29 00:00:00.000,203.44,".74","7.30","2.43","51.70","53.41","55.35","445",2009,214
2009-10-29 00:00:00.000,2009-10-28 00:00:00.000,203.56,".74","7.31","2.44","51.70","53.08","55.21","444",2009,213
2009-10-26 00:00:00.000,2009-10-23 00:00:00.000,204.62,".74","7.29","2.43","51.70","52.63","54.57","441",2009,210
2009-10-16 00:00:00.000,2009-10-15 00:00:00.000,203.5,".74","7.28","2.43","51.70","51.53","53.47","425",2009,204
2009-10-14 00:00:00.000,2009-10-13 00:00:00.000,201.05,".74","7.27","2.42","51.70","51.22","53.23","423",2009,202
2009-09-22 00:00:00.000,2009-09-21 00:00:00.000,201.34,".74","7.27","2.42","51.70","53.13","55.14","392",2009,186
2009-09-17 00:00:00.000,2009-09-16 00:00:00.000,201.72,".74","7.31","2.43","51.70","52.81","54.74","384",2009,183
2009-09-15 00:00:00.000,2009-09-14 00:00:00.000,200.81,".74","7.26","2.42","51.70","52.36","54.33","382",2009,181
2009-09-10 00:00:00.000,2009-09-09 00:00:00.000,201.44,".74","7.27","2.42","51.70","52.00","54.20","374",2009,178
2009-09-04 00:00:00.000,2009-09-03 00:00:00.000,200.78,".74","7.27","2.42","51.70","51.32","53.38","365",2009,175
2009-09-03 00:00:00.000,2009-09-02 00:00:00.000,200.5,".74","7.28","2.43","51.70","51.01","53.03","364",2009,174
2009-09-02 00:00:00.000,2009-09-01 00:00:00.000,199.82,".74","7.26","2.42","51.70","50.78","52.90","363",2009,173
2009-08-31 00:00:00.000,2009-08-28 00:00:00.000,201.35,".74","7.26","2.42","51.70","49.54","51.51","361",2009,171
2009-08-10 00:00:00.000,2009-08-07 00:00:00.000,202.19,".74","7.29","2.43","51.70","53.62","55.51","331",2009,156
2009-08-07 00:00:00.000,2009-08-06 00:00:00.000,201.67,".74","7.26","2.42","51.70","54.78","56.85","325",2009,155
2009-08-05 00:00:00.000,2009-08-04 00:00:00.000,199.07,".74","7.26","2.42","51.70","56.20","58.14","323",2009,153
2009-07-31 00:00:00.000,2009-07-30 00:00:00.000,201.26,".74","7.27","2.42","51.70","58.40","60.56","315",2009,150
2009-07-29 00:00:00.000,2009-07-28 00:00:00.000,199.84,".74","7.20","2.40","51.70","59.97","62.03","313",2009,148
2009-07-24 00:00:00.000,2009-07-23 00:00:00.000,201.14,".74","7.24","2.41","51.70","60.37","62.50","305",2009,145
2009-07-20 00:00:00.000,2009-07-17 00:00:00.000,200.8,".74","7.31","2.43","51.70","59.49","61.83","301",2009,141
2009-07-17 00:00:00.000,2009-07-16 00:00:00.000,199.55,".74","7.22","2.41","51.70","59.26","61.40","295",2009,140
2009-07-16 00:00:00.000,2009-07-15 00:00:00.000,199.84,".74","7.26","2.42","51.70","58.74","60.88","294",2009,139
2009-07-10 00:00:00.000,2009-07-09 00:00:00.000,200.23,".74","7.27","2.42","51.70","58.98","61.23","285",2009,135
2009-07-09 00:00:00.000,2009-07-08 00:00:00.000,199.92,".74","7.25","2.42","51.70","58.96","61.18","284",2009,134
2009-07-08 00:00:00.000,2009-07-07 00:00:00.000,199.36,".74","7.27","2.42","51.70","59.11","61.29","283",2009,133
2009-06-18 00:00:00.000,2009-06-17 00:00:00.000,201.72,".74","7.31","2.43","51.70","58.91","61.05","254",2009,119
2009-06-01 00:00:00.000,2009-05-29 00:00:00.000,205.11,".74","7.37","2.46","51.70","60.10","62.32","231",2009,106
2008-12-15 00:00:00.000,2008-12-12 00:00:00.000,203.8,".74","7.28","2.43","51.70","56.78","58.72","511",2008,245
2008-11-24 00:00:00.000,2008-11-21 00:00:00.000,204.06,".74","7.27","2.42","51.70","54.32","56.17","481",2008,231
2007-07-18 00:00:00.000,2007-07-17 00:00:00.000,198.26,".74","7.23","2.41","51.70","67.00","69.36","293",2007,140
2007-07-09 00:00:00.000,2007-07-06 00:00:00.000,199.89,".74","7.23","2.41","51.70","69.56","72.22","281",2007,133
2007-06-25 00:00:00.000,2007-06-22 00:00:00.000,200.53,".74","7.26","2.42","51.70","74.22","76.99","261",2007,124
2007-06-13 00:00:00.000,2007-06-12 00:00:00.000,199.8,".74","7.17","2.39","51.70","69.37","71.94","243",2007,116
2007-06-12 00:00:00.000,2007-06-11 00:00:00.000,200.69,".74","7.22","2.40","51.70","69.45","72.01","242",2007,115
2007-06-08 00:00:00.000,2007-06-07 00:00:00.000,201.09,".74","7.22","2.40","51.70","70.24","72.64","235",2007,113
2007-06-07 00:00:00.000,2007-06-06 00:00:00.000,200.96,".74","7.28","2.42","51.70","70.57","73.17","234",2007,112
2007-06-06 00:00:00.000,2007-06-05 00:00:00.000,200.91,".74","7.23","2.41","51.70","70.73","73.33","233",2007,111
2007-05-31 00:00:00.000,2007-05-30 00:00:00.000,201.29,".74","7.26","2.42","51.70","71.91","74.35","224",2007,107
2007-05-25 00:00:00.000,2007-05-24 00:00:00.000,201.83,".74","7.27","2.42","51.70","72.27","74.90","215",2007,104
2007-05-24 00:00:00.000,2007-05-23 00:00:00.000,200.93,".74","7.27","2.42","51.70","72.20","74.79","214",2007,103
2007-05-23 00:00:00.000,2007-05-22 00:00:00.000,201.3,".74","7.27","2.42","51.70","72.11","74.64","213",2007,102
2007-05-07 00:00:00.000,2007-05-04 00:00:00.000,203.44,".74","7.33","2.44","51.70","70.81","73.22","191",2007,90
2007-02-05 00:00:00.000,2007-02-02 00:00:00.000,204.19,".74","7.23","2.41","51.70","61.56","63.86","61",2007,25
2007-01-30 00:00:00.000,2007-01-29 00:00:00.000,203.13,".74","7.27","2.42","51.70","59.93","62.20","52",2007,21
2007-01-29 00:00:00.000,2007-01-26 00:00:00.000,203.92,".74","7.21","2.40","51.70","59.75","61.97","51",2007,20
2007-01-22 00:00:00.000,2007-01-19 00:00:00.000,203.73,".74","7.26","2.42","51.70","58.42","60.45","41",2007,15
2007-01-17 00:00:00.000,2007-01-16 00:00:00.000,203.24,".74","7.27","2.42","51.70","57.10","59.30","33",2007,12
2007-01-15 00:00:00.000,2007-01-12 00:00:00.000,204.07,".74","7.27","2.42","51.70","56.37","58.66","31",2007,10
2006-10-04 00:00:00.000,2006-10-03 00:00:00.000,199.75,".74","7.23","2.41","51.70","61.29","63.71","413",2006,194
2006-10-03 00:00:00.000,2006-10-02 00:00:00.000,200.68,".74","7.22","2.41","51.70","61.00","63.20","412",2006,193
2006-09-28 00:00:00.000,2006-09-27 00:00:00.000,200.47,".74","7.22","2.40","51.70","61.51","63.77","404",2006,190
2006-09-20 00:00:00.000,2006-09-19 00:00:00.000,198.89,".74","7.15","2.38","51.70","65.58","67.86","393",2006,184
2006-09-14 00:00:00.000,2006-09-13 00:00:00.000,198.17,".74","7.15","2.38","51.70","66.11","68.62","384",2006,180
2006-09-13 00:00:00.000,2006-09-12 00:00:00.000,198.37,".74","7.16","2.38","51.70","66.50","69.05","383",2006,179
2006-09-08 00:00:00.000,2006-09-07 00:00:00.000,198.51,".74","7.15","2.38","51.70","66.08","68.43","375",2006,176
2006-09-07 00:00:00.000,2006-09-06 00:00:00.000,197.62,".74","7.16","2.38","51.70","66.11","68.39","374",2006,175
2006-08-10 00:00:00.000,2006-08-09 00:00:00.000,195.41,".74","7.13","2.38","51.70","67.35","69.82","334",2006,156
2006-08-09 00:00:00.000,2006-08-08 00:00:00.000,196.28,".74","7.12","2.37","51.70","67.01","69.59","333",2006,155
2006-08-04 00:00:00.000,2006-08-03 00:00:00.000,196.15,".74","7.10","2.37","51.70","66.28","68.53","325",2006,152
2006-05-04 00:00:00.000,2006-05-03 00:00:00.000,203.26,".74","7.23","2.41","51.70","62.98","65.22","194",2006,88
2006-04-28 00:00:00.000,2006-04-27 00:00:00.000,203.95,".74","7.26","2.42","51.70","60.52","62.72","185",2006,84
2006-04-25 00:00:00.000,2006-04-24 00:00:00.000,204.14,".74","7.23","2.41","51.70","58.02","60.23","182",2006,81
2006-04-19 00:00:00.000,2006-04-18 00:00:00.000,203.96,".74","7.26","2.42","51.70","53.39","55.89","173",2006,77
2006-04-12 00:00:00.000,2006-04-11 00:00:00.000,203.37,".74","7.26","2.42","51.70","52.47","54.94","163",2006,72
2006-04-06 00:00:00.000,2006-04-05 00:00:00.000,203.72,".74","7.26","2.42","51.70","54.11","56.43","154",2006,68
2006-04-04 00:00:00.000,2006-04-03 00:00:00.000,204.13,".74","7.27","2.42","51.70","54.19","56.33","152",2006,66
2006-03-30 00:00:00.000,2006-03-29 00:00:00.000,203.68,".74","7.25","2.41","51.70","54.19","56.49","144",2006,63
2006-03-27 00:00:00.000,2006-03-24 00:00:00.000,203.92,".74","7.25","2.41","51.70","55.56","57.74","141",2006,60
2006-03-24 00:00:00.000,2006-03-23 00:00:00.000,203.94,".74","7.26","2.42","51.70","55.88","58.13","135",2006,59
2006-03-23 00:00:00.000,2006-03-22 00:00:00.000,203.37,".74","7.27","2.42","51.70","56.05","58.19","134",2006,58
2006-03-22 00:00:00.000,2006-03-21 00:00:00.000,203.21,".74","7.23","2.41","51.70","56.38","58.49","133",2006,57
2006-03-17 00:00:00.000,2006-03-16 00:00:00.000,203.87,".74","7.23","2.41","51.70","57.60","59.63","125",2006,54
2006-03-09 00:00:00.000,2006-03-08 00:00:00.000,204.1,".74","7.26","2.42","51.70","60.00","62.14","114",2006,48
2006-03-07 00:00:00.000,2006-03-06 00:00:00.000,203.43,".74","7.24","2.41","51.70","60.11","62.18","112",2006,46
2006-03-06 00:00:00.000,2006-03-03 00:00:00.000,204.65,".74","7.24","2.41","51.70","59.77","61.72","111",2006,45
2006-03-02 00:00:00.000,2006-03-01 00:00:00.000,203.97,".74","7.27","2.42","51.70","59.59","61.75","104",2006,43
2006-02-28 00:00:00.000,2006-02-27 00:00:00.000,203.38,".74","7.23","2.41","51.70","60.38","62.44","102",2006,41
2006-02-22 00:00:00.000,2006-02-21 00:00:00.000,202.53,".74","7.20","2.40","51.70","60.19","62.20","93",2006,37
2006-02-20 00:00:00.000,2006-02-17 00:00:00.000,204.24,".74","7.22","2.41","51.70","58.68","60.61","91",2006,35
2006-02-16 00:00:00.000,2006-02-15 00:00:00.000,202.61,".74","7.29","2.43","51.70","57.67","59.84","84",2006,33
2006-02-13 00:00:00.000,2006-02-10 00:00:00.000,204.91,".74","7.14","2.38","51.70","55.56","57.48","81",2006,30
2005-12-30 00:00:00.000,2005-12-29 00:00:00.000,205.13,".74","7.27","2.42","51.70","56.96","58.91","535",2005,255
2005-08-30 00:00:00.000,2005-08-29 00:00:00.000,195.61,".74","7.07","2.36","51.70","68.29","70.57","362",2005,170
2005-05-23 00:00:00.000,2005-05-20 00:00:00.000,202.3,".74","7.17","2.39","51.70","72.33","74.69","221",2005,101
2005-04-07 00:00:00.000,2005-04-06 00:00:00.000,203,".74","7.22","2.41","51.70","65.14","67.53","154",2005,69
2005-04-06 00:00:00.000,2005-04-05 00:00:00.000,203.47,".74","7.23","2.41","51.70","65.31","67.67","153",2005,68
2005-03-14 00:00:00.000,2005-03-11 00:00:00.000,203.7,".74","7.20","2.40","51.70","69.88","72.18","121",2005,51
2005-03-09 00:00:00.000,2005-03-08 00:00:00.000,202.71,".74","7.24","2.41","51.70","69.07","71.57","113",2005,48
2005-03-07 00:00:00.000,2005-03-04 00:00:00.000,202.82,".74","7.20","2.40","51.70","67.69","70.11","111",2005,46
2005-03-02 00:00:00.000,2005-03-01 00:00:00.000,202.71,".74","7.22","2.41","51.70","66.58","68.99","103",2005,43
2005-02-25 00:00:00.000,2005-02-24 00:00:00.000,202.84,".74","7.25","2.41","51.70","66.23","68.92","95",2005,40
2005-02-23 00:00:00.000,2005-02-22 00:00:00.000,202.01,".74","7.25","2.41","51.70","65.73","68.30","93",2005,38
