date,weekly_exports,accumulated_exports,outstanding_sales,gross_sales,net_sales,total_commitment,nmy_outstanding_sales,nmy_net_sales,week_of_year,commodity,grain_year,year,indexby_year,year_grain,indexby_year_grain
2015-06-18,185323,8898523,2035692,120428,106298,10934215,1269046,210539,424,Soybean Meal,2015,2015,25,2015,42
2015-06-25,287557,47629572,2849016,122141,-10324,50478588,6143196,127544,434,Soybean,2015,2015,26,2015,43
2015-06-25,10904,298355,99010,8713,6607,397365,1091,0,264,Beef,2015,2015,26,2015,43
2015-06-25,162903,9061426,1959935,106844,87146,11021361,1445611,176565,434,Soybean Meal,2015,2015,26,2015,43
2015-06-25,1024895,36215706,9458819,728265,594343,45674525,3069011,238931,434,Corn,2015,2015,26,2015,43
2015-06-25,38843,506481,117167,41993,38979,623648,74,0,264,Pork,2015,2015,26,2015,43
2015-07-02,24049,530530,110084,26641,16966,640614,118,44,274,Pork,2015,2015,27,2015,44
2015-07-02,966205,37181911,9027850,583193,535236,46209761,3218021,149010,444,Corn,2015,2015,27,2015,44
2015-07-02,225487,9286913,1836135,113426,101687,11123048,1556634,111023,444,Soybean Meal,2015,2015,27,2015,44
2015-07-02,202217,47831789,2688161,72279,41362,50519950,6344276,201080,444,Soybean,2015,2015,27,2015,44
2015-07-02,11332,309687,105748,22054,18070,415435,1091,0,274,Beef,2015,2015,27,2015,44
2015-07-09,177617,9464530,1691513,39215,32995,11156043,1595832,39198,454,Soybean Meal,2015,2015,28,2015,45
2015-07-09,14724,545254,109724,15907,14364,654978,118,0,284,Pork,2015,2015,28,2015,45
2015-07-09,168645,48000434,2565021,64406,45505,50565455,6851276,507000,454,Soybean,2015,2015,28,2015,45
2015-07-09,1131659,38313570,8227249,426148,331058,46540819,3543127,325106,454,Corn,2015,2015,28,2015,45
2015-07-09,11785,321472,105423,13568,11460,426895,1091,0,284,Beef,2015,2015,28,2015,45
2015-07-16,12806,334278,102726,14256,10109,437004,1091,0,294,Beef,2015,2015,29,2015,46
2015-07-16,315880,48316314,2329905,93350,80764,50646219,7093048,241772,464,Soybean,2015,2015,29,2015,46
2015-07-16,15275,560529,106052,14631,11603,666581,118,0,294,Pork,2015,2015,29,2015,46
2015-07-16,138445,9602975,1618822,66341,65754,11221797,1563715,-32117,464,Soybean Meal,2015,2015,29,2015,46
2015-07-16,1156817,39470387,7293879,310200,223447,46764266,3854552,311425,464,Corn,2015,2015,29,2015,46
2015-07-23,11725,346003,97221,8188,6220,443224,1091,0,304,Beef,2015,2015,30,2015,47
2015-07-23,128554,48444868,2618094,462246,416743,51062962,7992166,899118,474,Soybean,2015,2015,30,2015,47
2015-07-23,195483,9798458,1494856,79482,71517,11293314,1644047,80332,474,Soybean Meal,2015,2015,30,2015,47
2015-07-23,22973,583502,105171,25351,22092,688673,131,13,304,Pork,2015,2015,30,2015,47
2015-07-23,1072723,40543110,6586101,427267,364945,47129211,4297838,443286,474,Corn,2015,2015,30,2015,47
2015-07-30,210688,48655556,1960099,58335,-447307,50615655,9016318,1024152,484,Soybean,2015,2015,31,2015,48
2015-07-30,1004954,41548064,5578481,306026,-2666,47126545,4574860,277022,484,Corn,2015,2015,31,2015,48
2015-07-30,16808,600310,102579,15993,14216,702889,131,0,314,Pork,2015,2015,31,2015,48
2015-07-30,10461,356464,92616,9999,5856,449080,1091,0,314,Beef,2015,2015,31,2015,48
2015-07-30,106807,9905265,1429614,44654,41565,11334879,1662387,18340,484,Soybean Meal,2015,2015,31,2015,48
2015-08-06,10355,366819,94541,14501,12280,461360,1091,0,324,Beef,2015,2015,32,2015,49
2015-08-06,178118,48833674,1878303,100067,96322,50711977,9676813,660495,494,Soybean,2015,2015,32,2015,49
2015-08-06,211373,10116638,1275378,70026,57137,11392016,1939423,277036,494,Soybean Meal,2015,2015,32,2015,49
2015-08-06,840608,42388672,4767112,304612,29239,47155784,5076716,501856,494,Corn,2015,2015,32,2015,49
2015-08-06,16994,617304,101986,18676,16401,719290,466,335,324,Pork,2015,2015,32,2015,49
2015-08-13,9895,376714,92963,11667,8317,469677,1091,0,334,Beef,2015,2015,33,2015,50
2015-08-13,15631,632935,107098,23203,20743,740033,465,-1,334,Pork,2015,2015,33,2015,50
2015-08-13,918068,43306740,4131791,324046,282747,47438531,5653137,576421,504,Corn,2015,2015,33,2015,50
2015-08-13,401065,49234739,1523650,113909,46412,50758389,10461218,784405,504,Soybean,2015,2015,33,2015,50
2015-08-13,178189,10294827,1159948,76631,62759,11454775,2109432,170009,504,Soybean Meal,2015,2015,33,2015,50
2015-08-20,231379,49466118,1160629,35666,-131642,50626747,11918639,1457421,514,Soybean,2015,2015,34,2015,51
2015-08-20,16260,649195,107091,19502,16253,756286,458,-7,344,Pork,2015,2015,34,2015,51
2015-08-20,113561,10408388,1102455,58391,56068,11510843,2203212,93780,514,Soybean Meal,2015,2015,34,2015,51
2015-08-20,10467,387181,95300,14676,12804,482481,1191,100,344,Beef,2015,2015,34,2015,51
2015-08-20,820621,44127361,3179394,94754,-131776,47306755,6639700,986563,514,Corn,2015,2015,34,2015,51
2015-08-27,1077218,45204579,2214850,190566,112674,47419429,6967990,328290,524,Corn,2015,2015,35,2015,52
2015-08-27,17731,666926,115945,29476,26585,782871,762,304,354,Pork,2015,2015,35,2015,52
2015-08-27,10830,398011,97600,14843,13130,495611,1228,37,354,Beef,2015,2015,35,2015,52
2015-08-27,211960,10620348,876581,36374,-13914,11496929,2421631,218419,524,Soybean Meal,2015,2015,35,2015,52
2015-08-27,147768,49613886,952391,12644,-60470,50566277,13451416,1532777,524,Soybean,2015,2015,35,2015,52
2015-09-03,640909,45845488,1427081,25564,-146860,47272569,8538831,411190,14,Corn,2016,2015,36,2016,1
2015-09-03,14340,681266,112511,15105,10906,793777,763,1,364,Pork,2016,2015,36,2016,1
2015-09-03,9321,407332,98753,13895,10474,506085,1232,4,364,Beef,2016,2015,36,2016,1
2015-09-03,187453,49801339,822875,68592,57937,50624214,16043387,1790174,14,Soybean,2016,2015,36,2016,1
2015-09-03,267430,267430,8538831,1902810,411190,8806261,139550,0,14,Corn,2016,2015,36,2016,1
2015-09-03,21078,21078,16043387,2629113,1790174,16064465,1000,1000,14,Soybean,2016,2015,36,2016,1
2015-09-03,144889,10765237,755945,35165,24253,11521182,2549615,127984,14,Soybean Meal,2016,2015,36,2016,1
2015-09-10,806649,1074079,8265220,728996,533038,9339299,139550,0,24,Corn,2016,2015,37,2016,2
2015-09-10,8761,416093,102047,15317,12055,518140,1232,0,374,Beef,2016,2015,37,2016,2
2015-09-10,306528,327606,16584002,959320,847143,16911608,1800,800,24,Soybean,2016,2015,37,2016,2
2015-09-10,132803,10898040,664095,46510,40953,11562135,2748067,198452,24,Soybean Meal,2016,2015,37,2016,2
2015-09-10,14870,696136,112488,17609,14847,808624,1233,470,374,Pork,2016,2015,37,2016,2
2015-09-17,264014,591620,17550681,1512208,1230693,18142301,1800,0,34,Soybean,2016,2015,38,2016,3
2015-09-17,795357,1869436,7896162,519020,426299,9765598,139550,0,34,Corn,2016,2015,38,2016,3
2015-09-17,90422,10988462,599492,26703,25819,11587954,2834939,86872,34,Soybean Meal,2016,2015,38,2016,3
2015-09-17,18195,714331,114943,23491,20650,829274,1233,0,384,Pork,2016,2015,38,2016,3
2015-09-17,12274,428367,106253,18062,16480,534620,1712,480,384,Beef,2016,2015,38,2016,3
2015-09-24,813809,2683245,7830528,806520,748175,10513773,192600,53050,44,Corn,2016,2015,39,2016,4
2015-09-24,767014,1358634,19241792,2510135,2458125,20600426,6200,4400,44,Soybean,2016,2015,39,2016,4
2015-09-24,16933,731264,124077,29258,26067,855341,1560,327,394,Pork,2016,2015,39,2016,4
2015-09-24,179930,11168392,437141,22450,17579,11605533,3081296,246357,44,Soybean Meal,2016,2015,39,2016,4
2015-09-24,11003,439370,104063,10728,8813,543433,1733,21,394,Beef,2016,2015,39,2016,4
2015-10-01,11585,450955,100768,11581,8290,551723,4008,2275,404,Beef,2016,2015,40,2016,5
2015-10-01,17223,748487,121598,18674,14744,870085,1560,0,404,Pork,2016,2015,40,2016,5
2015-10-01,884192,2242826,19592456,1385773,1234856,21835282,1001800,995600,54,Soybean,2016,2015,40,2016,5
2015-10-01,97325,11265717,329851,2186,-9965,11595568,3676757,275534,54,Soybean Meal,2016,2015,40,2016,5
2015-10-01,9924,9924,3676757,615061,275534,3686681,93018,200,54,Soybean Meal,2016,2015,40,2016,5
2015-10-01,489874,3173119,7860339,617560,519685,11033458,139550,-53050,54,Corn,2016,2015,40,2016,5
2015-10-08,11664,462619,103147,18521,14043,565766,4376,368,414,Beef,2016,2015,41,2016,6
2015-10-08,18030,766517,127330,26397,23762,893847,1641,81,414,Pork,2016,2015,41,2016,6
2015-10-08,1567102,3809928,19441683,1739672,1416329,23251611,1001800,0,64,Soybean,2016,2015,41,2016,6
2015-10-08,606942,3780061,7851813,624441,598416,11631874,199550,60000,64,Corn,2016,2015,41,2016,6
2015-10-08,139737,149661,3762865,230507,225845,3912526,93726,708,64,Soybean Meal,2016,2015,41,2016,6
2015-10-15,2237414,6047342,19142160,2656492,1937891,25189502,1003400,1600,74,Soybean,2016,2015,42,2016,7
2015-10-15,409753,4189814,7690077,298020,248017,11879891,199550,0,74,Corn,2016,2015,42,2016,7
2015-10-15,129707,279368,3897559,283135,264401,4176927,98439,4713,74,Soybean Meal,2016,2015,42,2016,7
2015-10-15,17628,784145,118335,12039,8633,902480,2812,1171,424,Pork,2016,2015,42,2016,7
2015-10-15,12281,474900,100213,12704,9347,575113,4916,540,424,Beef,2016,2015,42,2016,7
2015-10-22,329344,608712,3786874,228784,218659,4395586,98485,46,84,Soybean Meal,2016,2015,43,2016,8
2015-10-22,2675742,8723084,18423458,2311413,1957040,27146542,1072000,68600,84,Soybean,2016,2015,43,2016,8
2015-10-22,19674,803819,117009,22241,18348,920828,4482,1670,434,Pork,2016,2015,43,2016,8
2015-10-22,433288,4623102,7965576,766564,708787,12588678,199550,0,84,Corn,2016,2015,43,2016,8
2015-10-22,12303,487203,88356,11300,446,575559,13396,8480,434,Beef,2016,2015,43,2016,8
2015-10-29,12100,499303,79445,12139,3189,578748,21373,7977,444,Beef,2016,2015,44,2016,9
2015-10-29,142085,750797,3890979,257452,246190,4641776,108552,10067,94,Soybean Meal,2016,2015,44,2016,9
2015-10-29,2182461,10905545,16896548,1053150,655551,27802093,1072900,900,94,Soybean,2016,2015,44,2016,9
2015-10-29,492708,5115810,8028905,612536,556037,13144715,218450,18900,94,Corn,2016,2015,44,2016,9
2015-10-29,19812,823631,107887,16812,10690,931518,5339,857,444,Pork,2016,2015,44,2016,9
2015-11-05,13312,512615,74192,10333,8059,586807,24303,2930,454,Beef,2016,2015,45,2016,10
2015-11-05,216881,967678,3882297,209308,208199,4849975,115421,6869,104,Soybean Meal,2016,2015,45,2016,10
2015-11-05,2485724,13391269,15707791,1619296,1296967,29099060,1095700,22800,104,Soybean,2016,2015,45,2016,10
2015-11-05,16595,840226,106625,17651,15333,946851,6663,1324,454,Pork,2016,2015,45,2016,10
2015-11-05,270852,5386662,8376680,654830,618627,13763342,240450,22000,104,Corn,2016,2015,45,2016,10
2015-11-12,206374,1174052,3899984,224232,224061,5074036,138649,23228,114,Soybean Meal,2016,2015,46,2016,11
2015-11-12,12267,524882,73583,13491,11658,598465,29464,5161,464,Beef,2016,2015,46,2016,11
2015-11-12,18800,859026,108494,23588,20669,967520,11530,4867,464,Pork,2016,2015,46,2016,11
2015-11-12,2271010,15662279,15234331,1886569,1797550,30896610,1096200,500,114,Soybean,2016,2015,46,2016,11
2015-11-12,388962,5775624,8767519,858154,779801,14543143,240450,0,114,Corn,2016,2015,46,2016,11
2015-11-19,174150,1348202,3980759,272338,254925,5328961,131548,-7101,124,Soybean Meal,2016,2015,47,2016,12
2015-11-19,19954,878980,97518,13004,8978,976498,13099,1569,474,Pork,2016,2015,47,2016,12
2015-11-19,1816572,17478851,14495396,1343924,1077637,31974247,1101200,5000,124,Soybean,2016,2015,47,2016,12
2015-11-19,531688,6307312,10272154,2055016,2036323,16579466,768961,528511,124,Corn,2016,2015,47,2016,12
2015-11-19,12335,537217,71415,12104,10167,608632,27752,-1712,474,Beef,2016,2015,47,2016,12
2015-11-26,11207,548424,65552,8754,5344,613976,29834,2082,484,Beef,2016,2015,48,2016,13
2015-11-26,373842,6681154,10397680,507294,499368,17078834,768961,0,134,Corn,2016,2015,48,2016,13
2015-11-26,1939619,19418470,13369541,1049268,813764,32788011,1101200,0,134,Soybean,2016,2015,48,2016,13
2015-11-26,275512,1623714,3782796,79722,77549,5406510,131548,0,134,Soybean Meal,2016,2015,48,2016,13
2015-11-26,17014,895994,94778,16835,14274,990772,23586,10487,484,Pork,2016,2015,48,2016,13
2015-12-03,486849,7168003,10943159,1103319,1032328,18111162,770761,1800,144,Corn,2016,2015,49,2016,14
2015-12-03,12908,561332,60139,9402,7495,621471,32887,3053,494,Beef,2016,2015,49,2016,14
2015-12-03,1467591,20886061,13194363,1727623,1292413,34080424,1102200,1000,144,Soybean,2016,2015,49,2016,14
2015-12-03,18123,914117,82506,9664,5851,996623,27739,4153,494,Pork,2016,2015,49,2016,14
2015-12-03,232706,1856420,3778826,239853,228736,5635246,133848,2300,144,Soybean Meal,2016,2015,49,2016,14
2015-12-10,495044,7663047,11027564,695793,579449,18690611,868936,98175,154,Corn,2016,2015,50,2016,15
2015-12-10,9023,570355,57141,8341,6025,627496,31125,-1762,504,Beef,2016,2015,50,2016,15
2015-12-10,1499242,22385303,12527822,1245043,832701,34913125,1238200,136000,154,Soybean,2016,2015,50,2016,15
2015-12-10,131947,1988367,3755485,116313,108606,5743852,133848,0,154,Soybean Meal,2016,2015,50,2016,15
2015-12-10,20125,934242,66559,7944,4178,1000801,32943,5204,504,Pork,2016,2015,50,2016,15
2015-12-17,15692,586047,41866,10283,417,627913,50356,19231,514,Beef,2016,2015,51,2016,16
2015-12-17,823584,8486631,11007606,817927,803626,19494237,868936,0,164,Corn,2016,2015,51,2016,16
2015-12-17,278262,2266629,3729716,303424,252493,5996345,133848,0,164,Soybean Meal,2016,2015,51,2016,16
2015-12-17,20093,954335,56861,16328,10395,1011196,55987,23044,514,Pork,2016,2015,51,2016,16
2015-12-17,1619105,24004408,12978447,2145761,2069730,36982855,1238300,100,164,Soybean,2016,2015,51,2016,16
2015-12-24,556412,9043043,11156359,710440,705165,20199402,868936,0,174,Corn,2016,2015,52,2016,17
2015-12-24,189764,2456393,3618823,88554,78871,6075216,134038,190,174,Soybean Meal,2016,2015,52,2016,17
2015-12-24,12370,598417,33464,6400,3968,631881,52760,2404,524,Beef,2016,2015,52,2016,17
2015-12-24,1292896,25297304,12090721,678634,405170,37388025,1338900,100600,174,Soybean,2016,2015,52,2016,17
2015-12-24,17692,972027,47293,13235,8124,1019320,71068,15081,524,Pork,2016,2015,52,2016,17
2015-12-31,9190,607607,23921,676,-353,631528,82815,6134,534,Beef,2016,2015,53,2016,18
2015-12-31,357820,9400863,11051460,279011,252921,20452323,868936,0,184,Corn,2016,2015,53,2016,18
2015-12-31,182713,2639106,3482572,46480,46462,6121678,134038,0,184,Soybean Meal,2016,2015,53,2016,18
2015-12-31,1740185,27037489,10912294,869417,561758,37949783,1339000,100,184,Soybean,2016,2015,53,2016,18
2015-12-31,14446,986473,33452,2164,605,1019925,113533,9013,534,Pork,2016,2015,53,2016,18
2016-01-07,1271479,28308968,10691708,1307040,1050893,39000676,1339103,103,194,Soybean,2016,2016,1,2016,19
2016-01-07,638230,10039093,11082461,712373,669231,21121554,868936,0,194,Corn,2016,2016,1,2016,19
2016-01-07,9208,9208,82609,10700,9002,91817,0,0,24,Beef,2016,2016,1,2016,19
2016-01-07,14721,14721,111208,15304,12396,125929,57,57,24,Pork,2016,2016,1,2016,19
2016-01-07,238736,2877842,3308521,95855,64685,6186363,134038,0,194,Soybean Meal,2016,2016,1,2016,19
2016-01-14,274175,3152017,3314943,286958,280597,6466960,134338,300,204,Soybean Meal,2016,2016,2,2016,20
2016-01-14,17013,31734,109821,17555,15626,141555,0,-57,34,Pork,2016,2016,2,2016,20
2016-01-14,1575087,29884055,10101747,1207019,985126,39985802,1366163,27060,204,Soybean,2016,2016,2,2016,20
2016-01-14,571590,10610683,11668612,1182715,1157741,22279295,1057936,189000,204,Corn,2016,2016,2,2016,20
2016-01-14,9760,18968,81178,11873,8329,100146,0,0,34,Beef,2016,2016,2,2016,20
2016-01-21,18136,49870,122035,32765,30350,171905,0,0,44,Pork,2016,2016,3,2016,21
2016-01-21,126646,3278663,3389120,205265,200823,6667783,134338,0,214,Soybean Meal,2016,2016,3,2016,21
2016-01-21,11684,30652,89111,21313,19617,119763,0,0,44,Beef,2016,2016,3,2016,21
2016-01-21,648744,11259427,11836870,847434,817002,23096297,1096306,38370,214,Corn,2016,2016,3,2016,21
2016-01-21,1323195,31207250,9426380,772734,647828,40633630,1366163,0,214,Soybean,2016,2016,3,2016,21
2016-01-28,12383,43035,86202,14683,9474,129237,0,0,54,Beef,2016,2016,4,2016,22
2016-01-28,660652,11920079,12305318,1130149,1129100,24225397,1110716,14410,224,Corn,2016,2016,4,2016,22
2016-01-28,220910,3499573,3354551,199448,186341,6854124,135501,1163,224,Soybean Meal,2016,2016,4,2016,22
2016-01-28,1068180,32275430,8241260,384398,-116940,40516690,1431863,65700,224,Soybean,2016,2016,4,2016,22
2016-01-28,18433,68303,122192,20880,18590,190495,0,0,54,Pork,2016,2016,4,2016,22
2016-02-04,198891,3698464,3345103,194766,189443,7043567,135511,10,234,Soybean Meal,2016,2016,5,2016,23
2016-02-04,1259159,33534589,7585554,882321,603453,41120143,1366103,-65760,234,Soybean,2016,2016,5,2016,23
2016-02-04,11012,54047,85815,11876,10625,139862,0,0,64,Beef,2016,2016,5,2016,23
2016-02-04,16337,84640,131796,28644,25941,216436,0,0,64,Pork,2016,2016,5,2016,23
2016-02-04,528652,12448731,12181629,580093,404963,24630360,1051785,-58931,234,Corn,2016,2016,5,2016,23
2016-02-11,1711114,35245703,6372250,614407,497810,41617953,1394843,28740,244,Soybean,2016,2016,6,2016,24
2016-02-11,18913,103553,132516,21028,19633,236069,0,0,74,Pork,2016,2016,6,2016,24
2016-02-11,11480,65527,81960,10604,7625,147487,0,0,74,Beef,2016,2016,6,2016,24
2016-02-11,728938,13177669,12503366,1056465,1050675,25681035,1298976,247191,244,Corn,2016,2016,6,2016,24
2016-02-11,214119,3912583,3242390,158442,111406,7154973,135901,390,244,Soybean Meal,2016,2016,6,2016,24
2016-02-18,10292,75819,84160,13552,12492,159979,0,0,84,Beef,2016,2016,7,2016,25
2016-02-18,1425731,36671434,5205091,427383,258572,41876525,1395183,340,254,Soybean,2016,2016,7,2016,25
2016-02-18,17964,121517,128969,18994,14417,250486,0,0,84,Pork,2016,2016,7,2016,25
2016-02-18,807570,13985239,12567146,979659,871350,26552385,1430799,131823,254,Corn,2016,2016,7,2016,25
2016-02-18,219892,4132475,3194199,226640,171701,7326674,136821,920,254,Soybean Meal,2016,2016,7,2016,25
2016-02-25,10473,86292,83904,13600,10217,170196,0,0,94,Beef,2016,2016,8,2016,26
2016-02-25,1228061,37899495,4417144,461571,440114,42316639,1397327,2144,264,Soybean,2016,2016,8,2016,26
2016-02-25,18329,139846,130652,21646,20012,270498,0,0,94,Pork,2016,2016,8,2016,26
2016-02-25,789807,14775046,12874973,1386428,1097634,27650019,1430799,0,264,Corn,2016,2016,8,2016,26
2016-02-25,261451,4393926,3064886,134990,132138,7458812,137052,231,264,Soybean Meal,2016,2016,8,2016,26
2016-03-03,337289,4731215,2774158,58346,46561,7505373,137321,269,274,Soybean Meal,2016,2016,9,2016,27
2016-03-03,19281,159127,127245,18183,15874,286372,0,0,104,Pork,2016,2016,9,2016,27
2016-03-03,1011228,38910723,3757645,676825,351729,42668368,1400629,3302,274,Soybean,2016,2016,9,2016,27
2016-03-03,1052478,15827524,12994806,1189457,1172311,28822330,1450799,20000,274,Corn,2016,2016,9,2016,27
2016-03-03,11470,97762,80343,11551,7909,178105,0,0,104,Beef,2016,2016,9,2016,27
2016-03-10,245673,4976888,2611892,86778,83407,7588780,137392,71,284,Soybean Meal,2016,2016,10,2016,28
2016-03-10,20019,179146,134555,28788,27329,313701,0,0,114,Pork,2016,2016,10,2016,28
2016-03-10,11566,109328,83178,15657,14401,192506,0,0,114,Beef,2016,2016,10,2016,28
2016-03-10,873901,16701425,13347952,1309674,1227047,30049377,1512239,61440,284,Corn,2016,2016,10,2016,28
2016-03-10,768488,39679211,3612888,654422,623731,43292099,1635729,235100,284,Soybean,2016,2016,10,2016,28
2016-03-17,141039,5117927,2939563,476127,468710,8057490,145072,7680,294,Soybean Meal,2016,2016,11,2016,29
2016-03-17,11394,120722,75667,13815,3883,196389,0,0,124,Beef,2016,2016,11,2016,29
2016-03-17,566367,40245578,3457363,416602,410842,43702941,1665029,29300,294,Soybean,2016,2016,11,2016,29
2016-03-17,17729,196875,136116,22322,19290,332991,0,0,124,Pork,2016,2016,11,2016,29
2016-03-17,997525,17698950,13153655,935321,803228,30852605,1612155,99916,294,Corn,2016,2016,11,2016,29
2016-03-24,16116,212991,144543,25748,24543,357534,0,0,134,Pork,2016,2016,12,2016,30
2016-03-24,1135955,18834905,12808256,905462,790556,31643161,1681759,69604,304,Corn,2016,2016,12,2016,30
2016-03-24,398449,40644027,3264191,548087,205277,43908218,1755029,90000,304,Soybean,2016,2016,12,2016,30
2016-03-24,9774,130496,94327,29795,28434,224823,73,73,134,Beef,2016,2016,12,2016,30
2016-03-24,214262,5332189,2936943,233823,211642,8269132,145315,243,304,Soybean Meal,2016,2016,12,2016,30
2016-03-31,322459,40966486,3362119,426585,420387,44328605,1756488,1459,314,Soybean,2016,2016,13,2016,31
2016-03-31,11630,142126,94032,15348,11335,236158,73,0,144,Beef,2016,2016,13,2016,31
2016-03-31,17589,230580,153484,27908,26530,384064,0,0,144,Pork,2016,2016,13,2016,31
2016-03-31,1137499,19972404,12615957,1083086,945200,32588361,1856847,175088,314,Corn,2016,2016,13,2016,31
2016-03-31,146798,5478987,2813438,53816,23293,8292425,174645,29330,314,Soybean Meal,2016,2016,13,2016,31
2016-04-07,203149,5682136,2807129,201098,196840,8489265,174645,0,324,Soybean Meal,2016,2016,14,2016,32
2016-04-07,334730,41301216,3409461,475696,382072,44710677,1767126,10638,324,Soybean,2016,2016,14,2016,32
2016-04-07,20133,250713,161244,29688,27893,411957,0,0,154,Pork,2016,2016,14,2016,32
2016-04-07,1008376,20980780,12743355,1338416,1135774,33724135,1968203,111356,324,Corn,2016,2016,14,2016,32
2016-04-07,11803,153929,100079,18900,17850,254008,73,0,154,Beef,2016,2016,14,2016,32
2016-04-14,19921,270634,165770,26021,24447,436404,0,0,164,Pork,2016,2016,15,2016,33
2016-04-14,217906,5900042,2720817,154682,131594,8620859,180861,6216,334,Soybean Meal,2016,2016,15,2016,33
2016-04-14,339947,41641163,3477254,480396,407740,45118417,2106804,339678,334,Soybean,2016,2016,15,2016,33
2016-04-14,1283521,22264301,12662588,1283497,1202754,34926889,2091270,123067,334,Corn,2016,2016,15,2016,33
2016-04-14,11964,165893,100615,17841,12500,266508,73,0,164,Beef,2016,2016,15,2016,33
2016-04-21,1089856,23354157,13732622,2240948,2159890,37086779,2531245,439975,344,Corn,2016,2016,16,2016,34
2016-04-21,248078,6148120,2682055,211579,209316,8830175,244678,63817,344,Soybean Meal,2016,2016,16,2016,34
2016-04-21,22132,292766,204572,62447,60934,497338,0,0,174,Pork,2016,2016,16,2016,34
2016-04-21,278674,41919837,3424606,242293,226026,45344443,2827253,720449,344,Soybean,2016,2016,16,2016,34
2016-04-21,11134,177027,101574,14426,12093,278601,73,0,174,Beef,2016,2016,16,2016,34
2016-04-28,23150,315916,211755,32560,30333,527671,0,0,184,Pork,2016,2016,17,2016,35
2016-04-28,12544,189571,104572,20462,15542,294143,73,0,184,Beef,2016,2016,17,2016,35
2016-04-28,1225976,24580133,13275969,898430,769323,37856102,2591745,60500,354,Corn,2016,2016,17,2016,35
2016-04-28,305723,42225560,3934703,837973,815820,46160263,3257204,429951,354,Soybean,2016,2016,17,2016,35
2016-04-28,202832,6350952,2631948,177709,152725,8982900,244678,0,354,Soybean Meal,2016,2016,17,2016,35
2016-05-05,23490,339406,206650,20501,18385,546056,0,0,194,Pork,2016,2016,18,2016,36
2016-05-05,1141597,25721730,13239639,1139580,1105267,38961369,2742097,150352,364,Corn,2016,2016,18,2016,36
2016-05-05,203421,6554373,2543868,119006,115341,9098241,272509,27831,364,Soybean Meal,2016,2016,18,2016,36
2016-05-05,12592,202163,105410,15500,13430,307573,73,0,194,Beef,2016,2016,18,2016,36
2016-05-05,217087,42442647,3930015,227232,212399,46372662,3264147,6943,364,Soybean,2016,2016,18,2016,36
2016-05-12,177943,6732316,2438886,181576,72961,9171202,364585,92076,374,Soybean Meal,2016,2016,19,2016,37
2016-05-12,13458,215621,111603,24263,19651,327224,73,0,204,Beef,2016,2016,19,2016,37
2016-05-12,21769,361175,192915,10271,8034,554090,0,0,204,Pork,2016,2016,19,2016,37
2016-05-12,227607,42670254,4258779,566811,556371,46929033,3422411,158264,374,Soybean,2016,2016,19,2016,37
2016-05-12,1175084,26896814,13537703,1524709,1473148,40434517,3282777,540680,374,Corn,2016,2016,19,2016,37
2016-05-19,20607,381782,186174,16618,13866,567956,0,0,214,Pork,2016,2016,20,2016,38
2016-05-19,1124990,28021804,13793788,1556281,1381075,41815592,3529012,246235,384,Corn,2016,2016,20,2016,38
2016-05-19,12996,228617,108608,11881,10001,337225,73,0,214,Beef,2016,2016,20,2016,38
2016-05-19,120113,42790367,4595501,580077,456835,47385868,3572434,150023,384,Soybean,2016,2016,20,2016,38
2016-05-19,237437,6969753,2370991,207450,169542,9340744,382185,17600,384,Soybean Meal,2016,2016,20,2016,38
2016-05-26,21876,403658,186275,24021,21977,589933,0,0,224,Pork,2016,2016,21,2016,39
2016-05-26,752280,28774084,14359415,1334741,1317907,43133499,3657872,128860,394,Corn,2016,2016,21,2016,39
2016-05-26,212202,43002569,4692698,331483,309399,47695267,4309158,736724,394,Soybean,2016,2016,21,2016,39
2016-05-26,13083,241700,105569,12159,10044,347269,73,0,224,Beef,2016,2016,21,2016,39
2016-05-26,181788,7151541,2257828,138688,68625,9409369,629085,246900,394,Soybean Meal,2016,2016,21,2016,39
2016-06-02,285500,7437041,2016582,52350,44254,9453623,765785,136700,404,Soybean Meal,2016,2016,22,2016,40
2016-06-02,16955,420613,186060,18788,16740,606673,0,0,234,Pork,2016,2016,22,2016,40
2016-06-02,125627,43128196,5325615,964720,758544,48453811,4784658,475500,404,Soybean,2016,2016,22,2016,40
2016-06-02,12293,253993,105870,17199,12594,359863,73,0,234,Beef,2016,2016,22,2016,40
2016-06-02,1183556,29957640,14676086,1746205,1500227,44633726,3778260,120388,404,Corn,2016,2016,22,2016,40
2016-06-09,88376,7525417,2012599,87518,84393,9538016,874285,108500,414,Soybean Meal,2016,2016,23,2016,41
2016-06-09,21139,441752,178190,15026,13269,619942,0,0,244,Pork,2016,2016,23,2016,41
2016-06-09,124760,43252956,6017270,1071161,816415,49270226,5553294,768636,414,Soybean,2016,2016,23,2016,41
2016-06-09,1507924,31465564,14077828,1087761,909666,45543392,3956912,178652,414,Corn,2016,2016,23,2016,41
2016-06-09,13268,267261,107751,17493,15149,375012,73,0,244,Beef,2016,2016,23,2016,41
2016-06-16,14850,282111,109092,20976,16191,391203,73,0,254,Beef,2016,2016,24,2016,42
2016-06-16,1208188,32673752,13740384,918963,870744,46414136,4507230,550318,424,Corn,2016,2016,24,2016,42
2016-06-16,285256,43538212,6392704,850038,660690,49930916,6214794,661500,424,Soybean,2016,2016,24,2016,42
