wasde_number,report_date,report_title,attribute,reliability_projection,commodity,region,market_year,proj_est_flag,annual_quarter_flag,value,unit,release_date,forecast_year,forecast_month,market_date,market_date_sort,market_year_filter,is_latest_two_dates
664,2025-09-01,U.S. Rice Supply and Use,Ending Stocks,,"Rice, Long",United States,2025/26,Proj.,Annual,37.1,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Exports,,"Rice, Long",United States,2023/24,,Annual,75.1,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Exports,,"Rice, Long",United States,2024/25,Est.,Annual,60.8,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Exports,,"Rice, Long",United States,2025/26,Proj.,Annual,64.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Harvested Acres,,"Rice, Long",United States,2023/24,,Annual,2.05,mil.,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Harvested Acres,,"Rice, Long",United States,2024/25,Est.,Annual,2.26,mil.,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Long",United States,2023/24,,Annual,37.2,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Long",United States,2024/25,Est.,Annual,42.7,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Long",United States,2025/26,Proj.,Annual,44.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Long",United States,2023/24,,Annual,153.8,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Long",United States,2024/25,Est.,Annual,172.0,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Long",United States,2025/26,Proj.,Annual,153.7,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Long",United States,2023/24,,Annual,0.100051840331778,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Long",United States,2024/25,Est.,Annual,0.189628876461617,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Long",United States,2025/26,Proj.,Annual,0.187373737373737,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Long",United States,2023/24,,Annual,212.2,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Long",United States,2024/25,Est.,Annual,234.1,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Long",United States,2025/26,Proj.,Annual,235.1,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Long",United States,2023/24,,Annual,192.9,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Long",United States,2024/25,Est.,Annual,196.7,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Long",United States,2025/26,Proj.,Annual,198.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Yield,,"Rice, Long",United States,2023/24,,Annual,7523.0,pounds/acre,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Yield,,"Rice, Long",United States,2024/25,Est.,Annual,7625.0,pounds/acre,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Farm Price,,"Rice, Med and Short",United States,2023/24,,Annual,21.6,$/cwt,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Farm Price,,"Rice, Med and Short",United States,2024/25,Est.,Annual,19.6,$/cwt,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Farm Price,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,17.6,$/cwt,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Beginning Stocks,,"Rice, Med and Short",United States,2023/24,,Annual,6.8,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Beginning Stocks,,"Rice, Med and Short",United States,2024/25,Est.,Annual,18.9,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Beginning Stocks,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,13.7,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,California,,"Rice, Med and Short",United States,2023/24,,Annual,22.3,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,California,,"Rice, Med and Short",United States,2024/25,Est.,Annual,20.0,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,California,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,20.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Domestic & Residual,,"Rice, Med and Short",United States,2023/24,,Annual,35.9,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Domestic & Residual,,"Rice, Med and Short",United States,2024/25,Est.,Annual,31.0,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Domestic & Residual,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,32.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Ending Stocks,,"Rice, Med and Short",United States,2023/24,,Annual,18.9,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Ending Stocks,,"Rice, Med and Short",United States,2024/25,Est.,Annual,13.7,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Ending Stocks,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,13.5,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Exports,,"Rice, Med and Short",United States,2023/24,,Annual,23.9,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Exports,,"Rice, Med and Short",United States,2024/25,Est.,Annual,29.7,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Exports,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,30.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Harvested Acres,,"Rice, Med and Short",United States,2023/24,,Annual,0.81,mil.,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Harvested Acres,,"Rice, Med and Short",United States,2024/25,Est.,Annual,0.61,mil.,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Med and Short",United States,2023/24,,Annual,7.2,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Med and Short",United States,2024/25,Est.,Annual,6.6,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,6.7,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Other States,,"Rice, Med and Short",United States,2023/24,,Annual,17.2,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Other States,,"Rice, Med and Short",United States,2024/25,Est.,Annual,15.2,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Other States,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,12.5,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Med and Short",United States,2023/24,,Annual,64.1,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Med and Short",United States,2024/25,Est.,Annual,50.1,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,55.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Med and Short",United States,2023/24,,Annual,0.315525876460768,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Med and Short",United States,2024/25,Est.,Annual,0.225700164744646,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Med and Short",United States,2025/26,Proj.,Annual,0.217741935483871,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Med and Short",United States,2023/24,,Annual,78.8,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Med and Short",United States,2024/25,Est.,Annual,74.4,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Med and Short",United States,2025/26,Proj.,Annual,75.5,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Med and Short",United States,2023/24,,Annual,59.9,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Med and Short",United States,2024/25,Est.,Annual,60.7,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Med and Short",United States,2025/26,Proj.,Annual,62.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Yield,,"Rice, Med and Short",United States,2023/24,,Annual,7938.0,pounds/acre,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Yield,,"Rice, Med and Short",United States,2024/25,Est.,Annual,8200.0,pounds/acre,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Area Harvested,,"Rice, Rough",United States,2023/24,,Annual,2.85,Million Acres,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Area Harvested,,"Rice, Rough",United States,2024/25,Est.,Annual,2.87,Million Acres,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Area Harvested,,"Rice, Rough",United States,2025/26,Proj.,Annual,2.76,Million Acres,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Area Planted,,"Rice, Rough",United States,2023/24,,Annual,2.9,Million Acres,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Area Planted,,"Rice, Rough",United States,2024/25,Est.,Annual,2.91,Million Acres,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Area Planted,,"Rice, Rough",United States,2025/26,Proj.,Annual,2.82,Million Acres,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Farm Price,,"Rice, Rough",United States,2023/24,,Annual,17.3,$/cwt,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Farm Price,,"Rice, Rough",United States,2024/25,Est.,Annual,15.2,$/cwt,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Farm Price,,"Rice, Rough",United States,2025/26,Proj.,Annual,13.2,$/cwt,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Milling Yield,,"Rice, Rough",United States,2023/24,,Annual,70.0,%,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Milling Yield,,"Rice, Rough",United States,2024/25,Est.,Annual,70.0,%,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Avg. Milling Yield,,"Rice, Rough",United States,2025/26,Proj.,Annual,70.0,%,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Beginning Stocks,,"Rice, Rough",United States,2023/24,,Annual,30.3,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Beginning Stocks,,"Rice, Rough",United States,2024/25,Est.,Annual,39.8,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Beginning Stocks,,"Rice, Rough",United States,2025/26,Proj.,Annual,53.9,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Domestic & Residual,,"Rice, Rough",United States,2023/24,,Annual,153.7,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Domestic & Residual,,"Rice, Rough",United States,2024/25,Est.,Annual,166.9,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Domestic & Residual,,"Rice, Rough",United States,2025/26,Proj.,Annual,166.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Ending Stocks,,"Rice, Rough",United States,2023/24,,Annual,39.8,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Ending Stocks,,"Rice, Rough",United States,2024/25,Est.,Annual,53.9,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Ending Stocks,,"Rice, Rough",United States,2025/26,Proj.,Annual,53.4,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Exports, Total",,"Rice, Rough",United States,2023/24,,Annual,99.0,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,"Exports, Total",,"Rice, Rough",United States,2024/25,Est.,Annual,90.5,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Exports, Total",,"Rice, Rough",United States,2025/26,Proj.,Annual,94.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Rough",United States,2023/24,,Annual,44.4,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Rough",United States,2024/25,Est.,Annual,49.3,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Imports,,"Rice, Rough",United States,2025/26,Proj.,Annual,50.7,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Milled,,"Rice, Rough",United States,2023/24,,Annual,56.5,rough equiv.,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Milled,,"Rice, Rough",United States,2024/25,Est.,Annual,61.7,rough equiv.,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Milled,,"Rice, Rough",United States,2025/26,Proj.,Annual,64.0,rough equiv.,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Rough",United States,2023/24,,Annual,218.0,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Rough",United States,2024/25,Est.,Annual,222.1,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Production,,"Rice, Rough",United States,2025/26,Proj.,Annual,208.8,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Rough,,"Rice, Rough",United States,2023/24,,Annual,42.5,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Rough,,"Rice, Rough",United States,2024/25,Est.,Annual,28.9,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Rough,,"Rice, Rough",United States,2025/26,Proj.,Annual,30.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Rough",United States,2023/24,,Annual,0.157436708860759,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Rough",United States,2024/25,Est.,Annual,0.209401709401709,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Stocks/Use Ratio,,"Rice, Rough",United States,2025/26,Proj.,Annual,0.205384615384615,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Rough",United States,2023/24,,Annual,292.6,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Rough",United States,2024/25,Est.,Annual,311.3,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Supply, Total",,"Rice, Rough",United States,2025/26,Proj.,Annual,313.4,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Rough",United States,2023/24,,Annual,252.8,Million Hundredweight,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Rough",United States,2024/25,Est.,Annual,257.4,Million Hundredweight,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,"Use, Total",,"Rice, Rough",United States,2025/26,Proj.,Annual,260.0,Million Hundredweight,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Yield per Harvested Acre,,"Rice, Rough",United States,2023/24,,Annual,7641.0,Pounds,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,U.S. Rice Supply and Use,Yield per Harvested Acre,,"Rice, Rough",United States,2024/25,Est.,Annual,7748.0,Pounds,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Rice Supply and Use,Yield per Harvested Acre,,"Rice, Rough",United States,2025/26,Proj.,Annual,7559.0,Pounds,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Beginning Stocks,,Soft Red Winter,United States,2025/26,(Proj.),Annual,127.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Beginning Stocks,,Soft Red Winter,United States,2024/25,(Est.),Annual,126.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Domestic Use,,Soft Red Winter,United States,2025/26,(Proj.),Annual,229.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Domestic Use,,Soft Red Winter,United States,2024/25,(Est.),Annual,230.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,"Ending Stocks, Total",,Soft Red Winter,United States,2025/26,(Proj.),Annual,122.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,"Ending Stocks, Total",,Soft Red Winter,United States,2024/25,(Est.),Annual,127.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Exports,,Soft Red Winter,United States,2025/26,(Proj.),Annual,120.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Exports,,Soft Red Winter,United States,2024/25,(Est.),Annual,117.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Feed and Residual,,Soft Red Winter,United States,2025/26,(Proj.),Annual,65.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Feed and Residual,,Soft Red Winter,United States,2024/25,(Est.),Annual,65.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Food,,Soft Red Winter,United States,2025/26,(Proj.),Annual,152.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Food,,Soft Red Winter,United States,2024/25,(Est.),Annual,153.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Imports,,Soft Red Winter,United States,2025/26,(Proj.),Annual,5.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Imports,,Soft Red Winter,United States,2024/25,(Est.),Annual,5.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Production,,Soft Red Winter,United States,2025/26,(Proj.),Annual,339.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Production,,Soft Red Winter,United States,2024/25,(Est.),Annual,342.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Seed,,Soft Red Winter,United States,2025/26,(Proj.),Annual,12.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,Seed,,Soft Red Winter,United States,2024/25,(Est.),Annual,12.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,"Supply, Total",,Soft Red Winter,United States,2025/26,(Proj.),Annual,471.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,"Supply, Total",,Soft Red Winter,United States,2024/25,(Est.),Annual,474.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,"Use, Total",,Soft Red Winter,United States,2025/26,(Proj.),Annual,349.0,Million Bushels,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,U.S. Wheat by Class: Supply and Use,"Use, Total",,Soft Red Winter,United States,2024/25,(Est.),Annual,347.0,Million Bushels,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Area Harvested,,Sorghum,United States,2023/24,,Annual,6.1,mil. acres,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Area Harvested,,Sorghum,United States,2024/25,Est.,Annual,5.6,mil. acres,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Area Harvested,,Sorghum,United States,2025/26,Proj.,Annual,5.7,mil. acres,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Area Planted,,Sorghum,United States,2023/24,,Annual,7.2,mil. acres,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Area Planted,,Sorghum,United States,2024/25,Est.,Annual,6.3,mil. acres,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Area Planted,,Sorghum,United States,2025/26,Proj.,Annual,6.6,mil. acres,2025-09-12,2025,9,September 2025/26,202509.0,1,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Avg. Farm Price,,Sorghum,United States,2023/24,,Annual,4.93,$/bu,2025-09-12,2025,9,September 2023/24,202309.0,0,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Avg. Farm Price,,Sorghum,United States,2024/25,Est.,Annual,4.1,$/bu,2025-09-12,2025,9,September 2024/25,202409.0,1,0
664,2025-09-01,"U.S. Sorghum, Barley, and Oats Supply and Use",Avg. Farm Price,,Sorghum,United States,2025/26,Proj.,Annual,3.7,$/bu,2025-09-12,2025,9,September 2025/26,202509.0,1,0
