report_date,attribute,value,week_of_year,year,indexby_year,commodity_row_count_cutout,rankby_attribute
2016-06-15,Choice,226.42,253,2016,117,5568,1896
2016-06-15,Select,204.26,253,2016,117,5568,2269
2016-06-16,Select,202.75,254,2016,118,5568,2335
2016-06-16,Choice,223.48,254,2016,118,5568,1982
2016-06-17,Select,199.61,255,2016,119,5568,2458
2016-06-17,Choice,221.83,255,2016,119,5568,2040
2016-06-20,Select,199.38,261,2016,120,5568,2467
2016-06-20,Choice,219.57,261,2016,120,5568,2120
2016-06-21,Choice,218.15,262,2016,121,5568,2166
2016-06-21,Select,198.21,262,2016,121,5568,2532
2016-06-22,Select,198.35,263,2016,122,5568,2521
2016-06-22,Choice,217.08,263,2016,122,5568,2212
2016-06-23,Choice,215.46,264,2016,123,5568,2267
2016-06-23,Select,198.34,264,2016,123,5568,2522
2016-06-24,Choice,213.86,265,2016,124,5568,2340
2016-06-24,Select,197.83,265,2016,124,5568,2546
2016-06-27,Choice,210.6,271,2016,125,5568,2482
2016-06-27,Select,197.39,271,2016,125,5568,2565
2016-06-28,Choice,208.04,272,2016,126,5568,2605
2016-06-28,Select,196.44,272,2016,126,5568,2611
2016-06-29,Select,195.88,273,2016,127,5568,2624
2016-06-29,Choice,208.57,273,2016,127,5568,2577
2016-06-30,Choice,208.44,274,2016,128,5568,2584
2016-06-30,Select,195.01,274,2016,128,5568,2659
2016-07-01,Choice,208.73,275,2016,129,5568,2568
2016-07-01,Select,193.73,275,2016,129,5568,2702
2016-07-05,Select,194.79,282,2016,130,5568,2669
2016-07-05,Choice,208.83,282,2016,130,5568,2562
2016-07-06,Choice,209.08,283,2016,131,5568,2550
2016-07-06,Select,196.93,283,2016,131,5568,2588
2016-07-07,Select,196.98,284,2016,132,5568,2586
2016-07-07,Choice,210.05,284,2016,132,5568,2504
2016-07-08,Select,196.28,285,2016,133,5568,2615
2016-07-08,Choice,209.35,285,2016,133,5568,2539
2016-07-11,Choice,208.7,291,2016,134,5568,2569
2016-07-11,Select,195.4,291,2016,134,5568,2648
2016-07-12,Select,196.04,292,2016,135,5568,2620
2016-07-12,Choice,206.38,292,2016,135,5568,2671
2016-07-13,Select,195.51,293,2016,136,5568,2638
2016-07-13,Choice,205.19,293,2016,136,5568,2721
2016-07-14,Choice,205.0,294,2016,137,5568,2732
2016-07-14,Select,193.06,294,2016,137,5568,2730
2016-07-15,Choice,204.71,295,2016,138,5568,2748
2016-07-15,Select,192.38,295,2016,138,5568,2759
2016-07-18,Choice,202.57,301,2016,139,5568,2834
2016-07-18,Select,191.11,301,2016,139,5568,2824
2016-07-19,Select,192.36,302,2016,140,5568,2761
2016-07-19,Choice,202.28,302,2016,140,5568,2845
2016-07-20,Choice,201.31,303,2016,141,5568,2872
2016-07-20,Select,191.01,303,2016,141,5568,2829
2016-07-21,Select,189.82,304,2016,142,5568,2904
2016-07-21,Choice,200.7,304,2016,142,5568,2891
2016-07-22,Choice,200.09,305,2016,143,5568,2907
2016-07-22,Select,189.57,305,2016,143,5568,2921
2016-07-25,Choice,198.59,311,2016,144,5568,2946
2016-07-25,Select,189.44,311,2016,144,5568,2928
2016-07-26,Choice,199.93,312,2016,145,5568,2910
2016-07-26,Select,190.82,312,2016,145,5568,2843
2016-07-27,Select,190.05,313,2016,146,5568,2887
2016-07-27,Choice,199.08,313,2016,146,5568,2931
2016-07-28,Choice,198.76,314,2016,147,5568,2944
2016-07-28,Select,189.71,314,2016,147,5568,2909
2016-07-29,Select,189.6,315,2016,148,5568,2917
2016-07-29,Choice,197.57,315,2016,148,5568,2984
2016-08-01,Select,190.22,321,2016,149,5568,2877
2016-08-01,Choice,197.7,321,2016,149,5568,2977
2016-08-02,Choice,198.4,322,2016,150,5568,2954
2016-08-02,Select,191.46,322,2016,150,5568,2806
2016-08-03,Choice,199.2,323,2016,151,5568,2929
2016-08-03,Select,191.66,323,2016,151,5568,2797
2016-08-04,Choice,199.26,324,2016,152,5568,2926
2016-08-04,Select,190.85,324,2016,152,5568,2838
2016-08-05,Select,190.2,325,2016,153,5568,2879
2016-08-05,Choice,199.0,325,2016,153,5568,2933
2016-08-08,Choice,199.17,331,2016,154,5568,2930
2016-08-08,Select,191.84,331,2016,154,5568,2788
2016-08-09,Select,192.06,332,2016,155,5568,2778
2016-08-09,Choice,199.89,332,2016,155,5568,2911
2016-08-10,Choice,200.87,333,2016,156,5568,2886
2016-08-10,Select,192.05,333,2016,156,5568,2779
2016-08-11,Choice,201.58,334,2016,157,5568,2865
2016-08-11,Select,192.82,334,2016,157,5568,2740
2016-08-12,Choice,201.19,335,2016,158,5568,2873
2016-08-12,Select,193.62,335,2016,158,5568,2710
2016-08-15,Select,194.18,341,2016,159,5568,2685
2016-08-15,Choice,201.67,341,2016,159,5568,2862
2016-08-16,Select,192.67,342,2016,160,5568,2748
2016-08-16,Choice,201.84,342,2016,160,5568,2853
2016-08-17,Choice,201.75,343,2016,161,5568,2859
2016-08-17,Select,193.13,343,2016,161,5568,2727
2016-08-18,Choice,200.86,344,2016,162,5568,2887
2016-08-18,Select,194.13,344,2016,162,5568,2688
2016-08-19,Choice,200.07,345,2016,163,5568,2908
2016-08-19,Select,193.6,345,2016,163,5568,2711
2016-08-22,Select,193.87,351,2016,164,5568,2697
2016-08-22,Choice,201.14,351,2016,164,5568,2878
2016-08-23,Select,193.66,352,2016,165,5568,2707
2016-08-23,Choice,200.39,352,2016,165,5568,2900
2016-08-24,Select,193.73,353,2016,166,5568,2702
2016-08-24,Choice,200.32,353,2016,166,5568,2902
2016-08-25,Select,194.15,354,2016,167,5568,2687
2016-08-25,Choice,200.36,354,2016,167,5568,2901
2016-08-26,Select,193.57,355,2016,168,5568,2712
2016-08-26,Choice,199.48,355,2016,168,5568,2919
2016-08-29,Choice,198.42,361,2016,169,5568,2953
2016-08-29,Select,192.34,361,2016,169,5568,2763
2016-08-30,Select,191.17,362,2016,170,5568,2819
2016-08-30,Choice,196.62,362,2016,170,5568,3033
2016-08-31,Choice,196.49,363,2016,171,5568,3037
2016-08-31,Select,189.71,363,2016,171,5568,2909
2016-09-01,Choice,195.74,364,2016,172,5568,3069
2016-09-01,Select,188.49,364,2016,172,5568,2976
2016-09-02,Select,187.07,365,2016,173,5568,3046
2016-09-02,Choice,191.09,365,2016,173,5568,3292
2016-09-06,Select,186.53,372,2016,174,5568,3078
2016-09-06,Choice,190.28,372,2016,174,5568,3348
2016-09-07,Choice,190.65,373,2016,175,5568,3321
2016-09-07,Select,183.66,373,2016,175,5568,3230
2016-09-08,Choice,189.14,374,2016,176,5568,3396
2016-09-08,Select,182.63,374,2016,176,5568,3263
2016-09-09,Select,182.27,375,2016,177,5568,3276
2016-09-09,Choice,187.9,375,2016,177,5568,3438
2016-09-12,Select,181.22,381,2016,178,5568,3314
2016-09-12,Choice,187.53,381,2016,178,5568,3449
2016-09-13,Select,181.3,382,2016,179,5568,3313
2016-09-13,Choice,186.62,382,2016,179,5568,3486
2016-09-14,Choice,185.8,383,2016,180,5568,3513
2016-09-14,Select,180.32,383,2016,180,5568,3347
2016-09-15,Select,178.83,384,2016,181,5568,3407
2016-09-15,Choice,186.27,384,2016,181,5568,3503
2016-09-16,Choice,186.2,385,2016,182,5568,3504
2016-09-16,Select,178.38,385,2016,182,5568,3419
2016-09-19,Choice,185.55,391,2016,183,5568,3521
2016-09-19,Select,179.17,391,2016,183,5568,3397
2016-09-20,Choice,185.5,392,2016,184,5568,3523
2016-09-20,Select,179.95,392,2016,184,5568,3364
2016-09-21,Choice,187.17,393,2016,185,5568,3464
2016-09-21,Select,179.78,393,2016,185,5568,3371
2016-09-22,Choice,187.37,394,2016,186,5568,3458
2016-09-22,Select,179.62,394,2016,186,5568,3376
2016-09-23,Choice,186.81,395,2016,187,5568,3476
2016-09-23,Select,178.81,395,2016,187,5568,3408
2016-09-26,Choice,187.04,401,2016,188,5568,3470
2016-09-26,Select,179.65,401,2016,188,5568,3375
2016-09-27,Select,179.58,402,2016,189,5568,3380
2016-09-27,Choice,188.22,402,2016,189,5568,3427
2016-09-28,Choice,190.75,403,2016,190,5568,3316
2016-09-28,Select,179.94,403,2016,190,5568,3366
2016-09-29,Select,178.94,404,2016,191,5568,3405
2016-09-29,Choice,189.77,404,2016,191,5568,3372
2016-09-30,Choice,187.35,405,2016,192,5568,3459
2016-09-30,Select,177.87,405,2016,192,5568,3429
2016-10-03,Select,176.99,411,2016,193,5568,3455
2016-10-03,Choice,186.62,411,2016,193,5568,3486
2016-10-04,Choice,186.34,412,2016,194,5568,3498
2016-10-04,Select,177.48,412,2016,194,5568,3440
2016-10-05,Select,176.26,413,2016,195,5568,3487
2016-10-05,Choice,184.1,413,2016,195,5568,3568
2016-10-06,Choice,183.48,414,2016,196,5568,3582
2016-10-06,Select,175.06,414,2016,196,5568,3515
2016-10-07,Select,174.51,415,2016,197,5568,3532
2016-10-07,Choice,183.07,415,2016,197,5568,3598
2016-10-10,Select,174.86,421,2016,198,5568,3519
2016-10-10,Choice,184.0,421,2016,198,5568,3570
2016-10-11,Select,172.75,422,2016,199,5568,3598
2016-10-11,Choice,183.18,422,2016,199,5568,3592
2016-10-12,Choice,181.5,423,2016,200,5568,3636
2016-10-12,Select,172.18,423,2016,200,5568,3626
2016-10-13,Select,172.61,424,2016,201,5568,3607
2016-10-13,Choice,181.6,424,2016,201,5568,3632
2016-10-14,Select,172.04,425,2016,202,5568,3630
2016-10-14,Choice,181.86,425,2016,202,5568,3627
2016-10-17,Select,171.45,431,2016,203,5568,3647
2016-10-17,Choice,182.55,431,2016,203,5568,3610
2016-10-18,Select,172.13,432,2016,204,5568,3628
2016-10-18,Choice,181.3,432,2016,204,5568,3639
2016-10-19,Select,169.59,433,2016,205,5568,3715
2016-10-19,Choice,178.44,433,2016,205,5568,3677
2016-10-20,Choice,177.89,434,2016,206,5568,3693
2016-10-20,Select,167.74,434,2016,206,5568,3755
2016-10-21,Select,166.73,435,2016,207,5568,3783
2016-10-21,Choice,179.78,435,2016,207,5568,3656
2016-10-24,Select,167.17,441,2016,208,5568,3770
2016-10-24,Choice,180.98,441,2016,208,5568,3642
2016-10-25,Select,168.92,442,2016,209,5568,3734
2016-10-25,Choice,182.07,442,2016,209,5568,3622
2016-10-26,Select,168.45,443,2016,210,5568,3745
2016-10-26,Choice,182.31,443,2016,210,5568,3616
2016-10-27,Select,168.81,444,2016,211,5568,3736
2016-10-27,Choice,181.54,444,2016,211,5568,3634
2016-10-28,Choice,183.11,445,2016,212,5568,3594
2016-10-28,Select,170.16,445,2016,212,5568,3696
2016-10-31,Choice,184.76,451,2016,213,5568,3543
2016-10-31,Select,173.01,451,2016,213,5568,3585
2016-11-01,Choice,185.53,452,2016,214,5568,3522
2016-11-01,Select,173.32,452,2016,214,5568,3573
2016-11-02,Choice,187.44,453,2016,215,5568,3453
2016-11-02,Select,173.93,453,2016,215,5568,3552
2016-11-03,Select,173.87,454,2016,216,5568,3556
2016-11-03,Choice,188.74,454,2016,216,5568,3413
2016-11-04,Select,173.03,455,2016,217,5568,3584
2016-11-04,Choice,188.7,455,2016,217,5568,3416
2016-11-07,Choice,187.27,461,2016,218,5568,3460
2016-11-07,Select,172.32,461,2016,218,5568,3621
2016-11-08,Select,171.94,462,2016,219,5568,3631
2016-11-08,Choice,185.34,462,2016,219,5568,3525
2016-11-09,Select,170.45,463,2016,220,5568,3684
2016-11-09,Choice,184.55,463,2016,220,5568,3551
2016-11-10,Choice,185.59,464,2016,221,5568,3517
2016-11-10,Select,168.67,464,2016,221,5568,3740
2016-11-11,Select,167.71,465,2016,222,5568,3757
2016-11-11,Choice,184.62,465,2016,222,5568,3546
2016-11-14,Select,167.72,471,2016,223,5568,3756
2016-11-14,Choice,183.92,471,2016,223,5568,3573
2016-11-15,Select,168.63,472,2016,224,5568,3742
2016-11-15,Choice,183.11,472,2016,224,5568,3594
2016-11-16,Select,167.7,473,2016,225,5568,3758
2016-11-16,Choice,182.6,473,2016,225,5568,3608
2016-11-17,Select,167.1,474,2016,226,5568,3772
2016-11-17,Choice,182.31,474,2016,226,5568,3616
2016-11-18,Choice,182.95,475,2016,227,5568,3601
2016-11-18,Select,167.01,475,2016,227,5568,3777
2016-11-21,Choice,185.68,481,2016,228,5568,3515
2016-11-21,Select,168.73,481,2016,228,5568,3739
2016-11-22,Select,169.17,482,2016,229,5568,3729
2016-11-22,Choice,185.22,482,2016,229,5568,3529
2016-11-23,Choice,186.64,483,2016,230,5568,3485
2016-11-23,Select,170.12,483,2016,230,5568,3698
2016-11-25,Select,171.3,485,2016,231,5568,3655
2016-11-25,Choice,187.64,485,2016,231,5568,3444
2016-11-28,Choice,188.0,491,2016,232,5568,3434
2016-11-28,Select,172.75,491,2016,232,5568,3598
2016-11-29,Choice,189.56,492,2016,233,5568,3378
2016-11-29,Select,172.88,492,2016,233,5568,3592
2016-11-30,Select,172.77,493,2016,234,5568,3596
2016-11-30,Choice,189.95,493,2016,234,5568,3364
2016-12-01,Choice,190.51,494,2016,235,5568,3328
2016-12-01,Select,172.93,494,2016,235,5568,3590
2016-12-02,Select,172.7,495,2016,236,5568,3603
2016-12-02,Choice,189.72,495,2016,236,5568,3374
2016-12-05,Select,173.23,501,2016,237,5568,3577
2016-12-05,Choice,191.39,501,2016,237,5568,3274
2016-12-06,Select,173.23,502,2016,238,5568,3577
2016-12-06,Choice,190.51,502,2016,238,5568,3328
2016-12-07,Choice,188.94,503,2016,239,5568,3408
2016-12-07,Select,171.72,503,2016,239,5568,3637
2016-12-08,Select,171.42,504,2016,240,5568,3649
2016-12-08,Choice,189.48,504,2016,240,5568,3382
2016-12-09,Choice,188.94,505,2016,241,5568,3408
2016-12-09,Select,171.68,505,2016,241,5568,3638
2016-12-12,Choice,189.56,511,2016,242,5568,3378
2016-12-12,Select,173.95,511,2016,242,5568,3549
2016-12-13,Choice,191.73,512,2016,243,5568,3241
2016-12-13,Select,175.34,512,2016,243,5568,3506
2016-12-14,Choice,190.88,513,2016,244,5568,3308
2016-12-14,Select,176.37,513,2016,244,5568,3483
2016-12-15,Choice,193.46,514,2016,245,5568,3166
2016-12-15,Select,178.54,514,2016,245,5568,3416
2016-12-16,Choice,194.63,515,2016,246,5568,3107
2016-12-16,Select,181.09,515,2016,246,5568,3319
2016-12-19,Choice,195.39,521,2016,247,5568,3080
2016-12-19,Select,183.05,521,2016,247,5568,3253
2016-12-20,Choice,197.63,522,2016,248,5568,2980
2016-12-20,Select,183.67,522,2016,248,5568,3227
2016-12-21,Choice,197.25,523,2016,249,5568,3004
2016-12-21,Select,185.9,523,2016,249,5568,3108
2016-12-22,Choice,197.61,524,2016,250,5568,2983
2016-12-22,Select,186.17,524,2016,250,5568,3092
2016-12-23,Choice,198.27,525,2016,251,5568,2957
2016-12-23,Select,187.44,525,2016,251,5568,3025
2016-12-27,Select,191.27,532,2016,252,5568,2814
2016-12-27,Choice,198.54,532,2016,252,5568,2949
2016-12-28,Choice,201.84,533,2016,253,5568,2853
2016-12-28,Select,193.15,533,2016,253,5568,2726
2016-12-29,Select,193.89,534,2016,254,5568,2696
2016-12-29,Choice,203.47,534,2016,254,5568,2801
2016-12-30,Choice,203.33,535,2016,255,5568,2802
2016-12-30,Select,192.84,535,2016,255,5568,2738
2017-01-03,Choice,203.33,22,2017,1,5568,2802
2017-01-03,Select,193.57,22,2017,1,5568,2712
2017-01-04,Select,194.3,23,2017,2,5568,2679
2017-01-04,Choice,203.65,23,2017,2,5568,2794
2017-01-05,Select,193.39,24,2017,3,5568,2719
2017-01-05,Choice,201.55,24,2017,3,5568,2867
2017-01-06,Select,193.22,25,2017,4,5568,2723
2017-01-06,Choice,198.81,25,2017,4,5568,2940
2017-01-09,Select,191.94,31,2017,5,5568,2784
2017-01-09,Choice,197.35,31,2017,5,5568,2999
2017-01-10,Select,189.97,32,2017,6,5568,2893
2017-01-10,Choice,193.38,32,2017,6,5568,3170
2017-01-11,Select,187.95,33,2017,7,5568,3008
2017-01-11,Choice,189.39,33,2017,7,5568,3385
2017-01-12,Select,186.55,34,2017,8,5568,3076
2017-01-12,Choice,189.1,34,2017,8,5568,3397
2017-01-13,Select,186.54,35,2017,9,5568,3077
2017-01-13,Choice,190.8,35,2017,9,5568,3312
2017-01-16,Choice,191.39,41,2017,10,5568,3274
2017-01-16,Select,187.46,41,2017,10,5568,3024
2017-01-17,Select,187.23,42,2017,11,5568,3032
2017-01-17,Choice,191.62,42,2017,11,5568,3248
2017-01-18,Select,188.06,43,2017,12,5568,3004
2017-01-18,Choice,193.22,43,2017,12,5568,3179
2017-01-19,Choice,191.6,44,2017,13,5568,3250
2017-01-19,Select,187.49,44,2017,13,5568,3023
2017-01-20,Choice,190.42,45,2017,14,5568,3342
2017-01-20,Select,186.64,45,2017,14,5568,3066
2017-01-23,Select,186.83,51,2017,15,5568,3059
2017-01-23,Choice,191.77,51,2017,15,5568,3236
2017-01-24,Choice,191.74,52,2017,16,5568,3239
2017-01-24,Select,188.17,52,2017,16,5568,2998
2017-01-25,Select,189.16,53,2017,17,5568,2939
2017-01-25,Choice,191.25,53,2017,17,5568,3285
2017-01-26,Select,189.74,54,2017,18,5568,2907
2017-01-26,Choice,193.0,54,2017,18,5568,3195
2017-01-27,Select,188.94,55,2017,19,5568,2950
2017-01-27,Choice,192.7,55,2017,19,5568,3204
2017-01-30,Select,188.93,61,2017,20,5568,2951
2017-01-30,Choice,193.35,61,2017,20,5568,3171
2017-01-31,Choice,192.87,62,2017,21,5568,3201
2017-01-31,Select,188.93,62,2017,21,5568,2951
2017-02-01,Select,190.85,63,2017,22,5568,2838
2017-02-01,Choice,193.75,63,2017,22,5568,3152
2017-02-02,Choice,193.01,64,2017,23,5568,3192
2017-02-02,Select,190.62,64,2017,23,5568,2858
2017-02-03,Select,189.93,65,2017,24,5568,2896
2017-02-03,Choice,191.4,65,2017,24,5568,3272
2017-02-06,Select,190.65,71,2017,25,5568,2852
2017-02-06,Choice,191.23,71,2017,25,5568,3286
2017-02-07,Select,187.78,72,2017,26,5568,3014
2017-02-07,Choice,189.96,72,2017,26,5568,3362
2017-02-08,Select,186.49,73,2017,27,5568,3080
2017-02-08,Choice,189.43,73,2017,27,5568,3384
2017-02-09,Choice,188.71,74,2017,28,5568,3415
2017-02-09,Select,185.82,74,2017,28,5568,3117
2017-02-10,Select,185.65,75,2017,29,5568,3125
2017-02-10,Choice,187.63,75,2017,29,5568,3445
2017-02-13,Choice,188.26,81,2017,30,5568,3425
2017-02-13,Select,186.58,81,2017,30,5568,3071
2017-02-14,Choice,188.36,82,2017,31,5568,3420
2017-02-14,Select,187.25,82,2017,31,5568,3031
2017-02-15,Choice,188.34,83,2017,32,5568,3423
2017-02-15,Select,187.15,83,2017,32,5568,3040
2017-02-16,Select,188.19,84,2017,33,5568,2997
2017-02-16,Choice,189.22,84,2017,33,5568,3390
2017-02-17,Choice,190.49,85,2017,34,5568,3331
2017-02-17,Select,189.24,85,2017,34,5568,2934
2017-02-20,Choice,190.91,91,2017,35,5568,3306
2017-02-20,Select,190.4,91,2017,35,5568,2869
2017-02-21,Select,189.81,92,2017,36,5568,2905
2017-02-21,Choice,191.81,92,2017,36,5568,3234
2017-02-22,Choice,194.53,93,2017,37,5568,3111
2017-02-22,Select,190.81,93,2017,37,5568,2845
2017-02-23,Choice,196.19,94,2017,38,5568,3050
2017-02-23,Select,192.83,94,2017,38,5568,2739
2017-02-24,Choice,198.96,95,2017,39,5568,2935
2017-02-24,Select,195.48,95,2017,39,5568,2642
2017-02-27,Choice,201.48,101,2017,40,5568,2868
2017-02-27,Select,197.08,101,2017,40,5568,2579
2017-02-28,Choice,204.73,102,2017,41,5568,2746
2017-02-28,Select,201.35,102,2017,41,5568,2396
2017-03-01,Choice,206.68,103,2017,42,5568,2657
2017-03-01,Select,202.87,103,2017,42,5568,2331
2017-03-02,Choice,208.35,104,2017,43,5568,2590
2017-03-02,Select,203.72,104,2017,43,5568,2297
2017-03-03,Choice,208.07,105,2017,44,5568,2602
2017-03-03,Select,204.05,105,2017,44,5568,2280
2017-03-06,Select,203.96,111,2017,45,5568,2286
2017-03-06,Choice,209.6,111,2017,45,5568,2524
2017-03-07,Choice,212.0,112,2017,46,5568,2436
2017-03-07,Select,205.05,112,2017,46,5568,2241
2017-03-08,Select,207.29,113,2017,47,5568,2156
2017-03-08,Choice,213.61,113,2017,47,5568,2355
2017-03-09,Select,209.0,114,2017,48,5568,2086
2017-03-09,Choice,215.56,114,2017,48,5568,2265
2017-03-10,Choice,219.83,115,2017,49,5568,2104
2017-03-10,Select,210.99,115,2017,49,5568,2023
2017-03-13,Select,212.33,121,2017,50,5568,1968
2017-03-13,Choice,220.55,121,2017,50,5568,2078
2017-03-14,Choice,220.14,122,2017,51,5568,2089
2017-03-14,Select,213.89,122,2017,51,5568,1902
2017-03-15,Choice,221.32,123,2017,52,5568,2057
2017-03-15,Select,213.14,123,2017,52,5568,1933
2017-03-16,Choice,222.36,124,2017,53,5568,2022
2017-03-16,Select,213.87,124,2017,53,5568,1904
2017-03-17,Select,214.48,125,2017,54,5568,1885
2017-03-17,Choice,223.43,125,2017,54,5568,1983
2017-03-20,Select,213.97,131,2017,55,5568,1899
2017-03-20,Choice,223.76,131,2017,55,5568,1972
2017-03-21,Choice,224.93,132,2017,56,5568,1940
2017-03-21,Select,215.41,132,2017,56,5568,1857
2017-03-22,Choice,223.0,133,2017,57,5568,1999
2017-03-22,Select,215.8,133,2017,57,5568,1840
2017-03-23,Select,215.77,134,2017,58,5568,1841
2017-03-23,Choice,222.28,134,2017,58,5568,2028
2017-03-24,Choice,221.62,135,2017,59,5568,2046
2017-03-24,Select,215.55,135,2017,59,5568,1848
2017-03-27,Choice,219.91,141,2017,60,5568,2101
2017-03-27,Select,213.62,141,2017,60,5568,1915
2017-03-28,Choice,219.57,142,2017,61,5568,2120
2017-03-28,Select,213.02,142,2017,61,5568,1936
2017-03-29,Choice,216.92,143,2017,62,5568,2222
2017-03-29,Select,210.26,143,2017,62,5568,2051
2017-03-30,Select,208.05,144,2017,63,5568,2117
2017-03-30,Choice,215.21,144,2017,63,5568,2282
2017-03-31,Select,204.0,145,2017,64,5568,2282
2017-03-31,Choice,214.12,145,2017,64,5568,2327
2017-04-03,Choice,213.43,151,2017,65,5568,2369
2017-04-03,Select,201.35,151,2017,65,5568,2396
2017-04-04,Select,200.39,152,2017,66,5568,2433
2017-04-04,Choice,211.69,152,2017,66,5568,2448
2017-04-05,Select,200.51,153,2017,67,5568,2429
2017-04-05,Choice,209.71,153,2017,67,5568,2515
2017-04-06,Select,200.28,154,2017,68,5568,2436
2017-04-06,Choice,207.9,154,2017,68,5568,2611
2017-04-07,Choice,207.22,155,2017,69,5568,2639
2017-04-07,Select,197.49,155,2017,69,5568,2561
2017-04-10,Choice,207.46,161,2017,70,5568,2627
2017-04-10,Select,196.6,161,2017,70,5568,2602
2017-04-11,Choice,209.37,162,2017,71,5568,2537
2017-04-11,Select,199.6,162,2017,71,5568,2460
2017-04-12,Select,198.64,163,2017,72,5568,2498
2017-04-12,Choice,210.13,163,2017,72,5568,2498
2017-04-13,Choice,210.67,164,2017,73,5568,2477
2017-04-13,Select,198.76,164,2017,73,5568,2491
2017-04-14,Select,199.48,165,2017,74,5568,2466
2017-04-14,Choice,212.08,165,2017,74,5568,2432
2017-04-17,Choice,214.13,171,2017,75,5568,2326
2017-04-17,Select,200.78,171,2017,75,5568,2420
2017-04-18,Select,202.2,172,2017,76,5568,2358
2017-04-18,Choice,215.99,172,2017,76,5568,2252
2017-04-19,Select,202.0,173,2017,77,5568,2363
2017-04-19,Choice,215.17,173,2017,77,5568,2284
2017-04-20,Select,203.57,174,2017,78,5568,2303
2017-04-20,Choice,215.72,174,2017,78,5568,2257
2017-04-21,Choice,217.16,175,2017,79,5568,2207
2017-04-21,Select,203.89,175,2017,79,5568,2289
2017-04-24,Choice,218.67,181,2017,80,5568,2146
2017-04-24,Select,204.29,181,2017,80,5568,2267
2017-04-25,Select,206.27,182,2017,81,5568,2202
2017-04-25,Choice,219.01,182,2017,81,5568,2135
2017-04-26,Choice,219.18,183,2017,82,5568,2131
2017-04-26,Select,205.72,183,2017,82,5568,2218
2017-04-27,Choice,219.15,184,2017,83,5568,2132
2017-04-27,Select,206.68,184,2017,83,5568,2185
2017-04-28,Select,207.68,185,2017,84,5568,2131
2017-04-28,Choice,221.78,185,2017,84,5568,2042
2017-05-01,Select,209.45,191,2017,85,5568,2070
2017-05-01,Choice,226.27,191,2017,85,5568,1901
2017-05-02,Select,213.28,192,2017,86,5568,1927
2017-05-02,Choice,229.45,192,2017,86,5568,1807
2017-05-03,Choice,232.59,193,2017,87,5568,1727
2017-05-03,Select,214.89,193,2017,87,5568,1871
2017-05-04,Select,216.84,194,2017,88,5568,1812
2017-05-04,Choice,235.58,194,2017,88,5568,1652
2017-05-05,Select,219.57,195,2017,89,5568,1729
2017-05-05,Choice,238.87,195,2017,89,5568,1604
2017-05-08,Choice,241.44,201,2017,90,5568,1547
2017-05-08,Select,222.89,201,2017,90,5568,1629
2017-05-09,Select,223.03,202,2017,91,5568,1624
2017-05-09,Choice,242.16,202,2017,91,5568,1537
2017-05-10,Choice,244.58,203,2017,92,5568,1497
2017-05-10,Select,224.62,203,2017,92,5568,1599
2017-05-11,Choice,246.86,204,2017,93,5568,1450
2017-05-11,Select,226.66,204,2017,93,5568,1566
2017-05-12,Select,225.51,205,2017,94,5568,1583
2017-05-12,Choice,247.69,205,2017,94,5568,1417
2017-05-15,Select,225.5,211,2017,95,5568,1585
2017-05-15,Choice,249.4,211,2017,95,5568,1377
2017-05-16,Select,224.39,212,2017,96,5568,1601
2017-05-16,Choice,249.88,212,2017,96,5568,1363
2017-05-17,Choice,248.17,213,2017,97,5568,1405
2017-05-17,Select,221.93,213,2017,97,5568,1646
2017-05-18,Choice,247.21,214,2017,98,5568,1436
2017-05-18,Select,221.66,214,2017,98,5568,1655
2017-05-19,Select,221.42,215,2017,99,5568,1661
2017-05-19,Choice,247.14,215,2017,99,5568,1440
2017-05-22,Choice,247.88,221,2017,100,5568,1411
2017-05-22,Select,222.83,221,2017,100,5568,1631
2017-05-23,Select,221.17,222,2017,101,5568,1671
2017-05-23,Choice,245.74,222,2017,101,5568,1472
2017-05-24,Select,219.6,223,2017,102,5568,1728
2017-05-24,Choice,246.08,223,2017,102,5568,1464
2017-05-25,Choice,246.11,224,2017,103,5568,1462
2017-05-25,Select,218.98,224,2017,103,5568,1752
2017-05-26,Select,218.45,225,2017,104,5568,1767
2017-05-26,Choice,245.6,225,2017,104,5568,1475
2017-05-30,Select,219.45,232,2017,105,5568,1734
2017-05-30,Choice,245.25,232,2017,105,5568,1482
2017-05-31,Select,218.18,233,2017,106,5568,1773
2017-05-31,Choice,245.54,233,2017,106,5568,1477
2017-06-01,Select,217.22,234,2017,107,5568,1803
2017-06-01,Choice,245.58,234,2017,107,5568,1476
2017-06-02,Select,218.06,235,2017,108,5568,1777
2017-06-02,Choice,245.24,235,2017,108,5568,1483
2017-06-05,Select,219.44,241,2017,109,5568,1735
2017-06-05,Choice,248.35,241,2017,109,5568,1402
2017-06-06,Select,219.57,242,2017,110,5568,1729
2017-06-06,Choice,250.45,242,2017,110,5568,1350
2017-06-07,Select,219.9,243,2017,111,5568,1715
2017-06-07,Choice,250.71,243,2017,111,5568,1340
2017-06-08,Select,220.01,244,2017,112,5568,1711
2017-06-08,Choice,250.39,244,2017,112,5568,1352
2017-06-09,Select,220.29,245,2017,113,5568,1701
2017-06-09,Choice,251.21,245,2017,113,5568,1327
2017-06-12,Select,221.77,251,2017,114,5568,1651
2017-06-12,Choice,252.52,251,2017,114,5568,1303
2017-06-13,Select,221.45,252,2017,115,5568,1660
